,Unnamed: 0,fideid,name,country,sex,title,rating,birthday,image,race,api,black,hispanic,white
1968,1968,4101898,Stanislav Babarykin,RUS,M,FM,2379,1994.0,True,white,0.00968073,0.07046672,0.010634581,0.909218
1969,1969,9000240,Mohamed Tissir,MAR,M,IM,2379,1976.0,True,white,0.044192526,0.14977024,0.021830494,0.78420675
1970,1970,2803585,Jacob Murey,ISR,M,GM,2379,1941.0,True,white,0.007792702,0.07475869,0.04885564,0.8685929
1971,1971,2008742,Michael Mulyar,USA,M,IM,2379,1978.0,True,white,0.027419474,0.062290665,0.021086842,0.889203
1972,1972,4126351,Alexei Eliseev,RUS,M,IM,2379,1980.0,True,white,0.08296118,0.021227028,0.03161323,0.86419857
1973,1973,4264312,Stavroula Tsolakidou,GRE,F,IM,2379,2000.0,True,white,0.037454788,0.13145177,0.027881097,0.8032123
1974,1974,8400709,Nahun Gavarrete,HON,M,FM,2379,1994.0,True,hispanic,0.088821314,0.0016056749,0.8666218,0.04295119
1975,1975,15000206,Vlatko Bogdanovski,MKD,M,GM,2379,1964.0,True,white,0.0015516372,0.00020293646,0.023502167,0.97474325
1976,1976,14900092,Martin Mrva,SVK,M,GM,2379,1971.0,True,white,0.016297534,0.028131029,0.012953842,0.94261754
1977,1977,4149351,Marina Guseva,RUS,F,IM,2379,1986.0,True,hispanic,0.14888987,0.0026165843,0.6675333,0.18096015
1978,1978,1018477,David Miedema,NED,M,IM,2379,1989.0,True,white,0.01560394,0.006435671,0.0749486,0.90301186
1979,1979,1100254,Witalis Sapis,POL,M,IM,2378,1964.0,True,white,0.006988632,0.07581788,0.014018219,0.9031753
1980,1980,104213,Marcelo Panelo,ARG,M,IM,2378,1973.0,True,hispanic,0.06903065,0.0028918998,0.74062085,0.18745655
1981,1981,13708694,Bibisara Assaubayeva,KAZ,F,IM,2378,2004.0,True,white,0.094273776,0.0037600384,0.3890821,0.51288414
1982,1982,14110962,Vladimir Ryzhov,UKR,M,IM,2378,1985.0,True,white,0.0025152015,0.0021303613,0.02527068,0.9700837
1983,1983,24102032,Arman Geivondian,RUS,M,FM,2378,1996.0,True,white,0.01260556,0.019647736,0.024440221,0.9433065
1984,1984,920754,Dragan Stamenkovic,SRB,M,IM,2378,1977.0,True,white,0.004572422,0.003847654,0.013857461,0.9777224
1985,1985,1508148,Martin Percivaldi,DEN,M,IM,2378,1999.0,True,white,0.012433231,0.020904105,0.044431478,0.92223126
1986,1986,100129,Jorge H. Gomez Baillo,ARG,M,IM,2378,1959.0,True,white,0.055168726,0.006160137,0.37378344,0.5648877
