UID,URL,Name,Score,image,gender
10000479,https://data.fei.org/Person/Performance.aspx?p=C8A5C0FF333814948A27DF222D7BA1DF,Cameron Hanley,1130,True,Male
10000991,https://data.fei.org/Person/Performance.aspx?p=2BE0ED2CDBB4D0D4F64249225D575960,Christophe Vanderhasselt,1130,True,Male
10041120,https://data.fei.org/Person/Performance.aspx?p=1F69E31854FDB9BB41F64A002CC24CA6,Karen Polle,1125,True,Female
10000938,https://data.fei.org/Person/Performance.aspx?p=E92F7B41D341F540287405E94061EC5A,Celine Schoonbroodt- De Azevedo,1123,True,Female
10146449,https://data.fei.org/Person/Performance.aspx?p=1DA90E978D095F90CF139F47E2F76D16,Natalie Dean,1122,True,Female
10000564,https://data.fei.org/Person/Performance.aspx?p=C68E251B4AC55BD254305DA7420FFDB7,Abdullah Alsharbatly,1116,True,Male
10000547,https://data.fei.org/Person/Performance.aspx?p=E9B27D6033F67937BBE1FD2C400FA146,Samuel Parot,1110,True,Male
10002749,https://data.fei.org/Person/Performance.aspx?p=E0DF3C7AFD8F7AC67439E8352B0392F7,Schuyler Riley,1110,True,Female
10096018,https://data.fei.org/Person/Performance.aspx?p=EEE13439621A6B8DDB302458F08D0BF3,James Wilson,1110,True,Male
10064947,https://data.fei.org/Person/Performance.aspx?p=B8C0DAF7AB3971282A776B968B6A015E,Evelina Tovek,1108,True,Female
10047109,https://data.fei.org/Person/Performance.aspx?p=463EC6D7646E15F68C85E8B5B17C5299,Jessica Mendoza,1105,True,Female
10031686,https://data.fei.org/Person/Performance.aspx?p=367E9F2076E197D2B4737914C7731F1F,Felipe Amaral,1105,True,Male
10012014,https://data.fei.org/Person/Performance.aspx?p=6ECF6C69DB3722AFC9C40599457333B1,Georgina Bloomberg,1105,True,Female
10018892,https://data.fei.org/Person/Performance.aspx?p=8C1379CBEDF8E3FE50911CB44B9442D1,Tobias Meyer,1098,True,Male
10045658,https://data.fei.org/Person/Performance.aspx?p=DA4BEB73DA7F3909F26EBBCDF7ACD63B,Morgan Bordat,1085,True,Male
10000516,https://data.fei.org/Person/Performance.aspx?p=A0A431B558D400F9D8652CB3BB478B91,Bruce Goodin,1080,True,Male
10001705,https://data.fei.org/Person/Performance.aspx?p=A268974B9370B7670A26C1AB9234CC48,Janne Friederike Meyer-Zimmermann,1075,True,Female
10011199,https://data.fei.org/Person/Performance.aspx?p=8AA51BD3770590ADE0E48F2525F62531,Jaime Azcarraga,1073,True,Male
10077007,https://data.fei.org/Person/Performance.aspx?p=D8DCC6A908D41B3DE6435C61F241ACBA,Juan Jose Zendejas Salgado,1073,True,Male
10017156,https://data.fei.org/Person/Performance.aspx?p=E08EAA2011D6E144A0718ECA88FFBB11,Nisse Lüneburg,1070,True,Male
10010501,https://data.fei.org/Person/Performance.aspx?p=5228F853FD5329ADC593536307FEEFB5,Marie Demonte,1065,True,Female
10059015,https://data.fei.org/Person/Performance.aspx?p=5A0C57115A7A9063EAE8CA0317290EE0,Vanessa Mannix,1060,True,Female
10031659,https://data.fei.org/Person/Performance.aspx?p=9D1EE333E40D4DBAC7694B11CFDB060A,Marc Bettinger,1055,True,Male
10011654,https://data.fei.org/Person/Performance.aspx?p=22590D79F6903650E7216DAACA8510B3,Nikolaj Hein Ruus,1053,True,Male
10011038,https://data.fei.org/Person/Performance.aspx?p=9D4EAB38B30EDDEBC58E27F0035BB168,Krzysztof Ludwiczak,1045,True,Male
10000733,https://data.fei.org/Person/Performance.aspx?p=394E3416E12528DF5729E166E23F4808,Ann Carton-Grootjans,1043,True,Female
10001784,https://data.fei.org/Person/Performance.aspx?p=88A7572F056EF6B1F0AFD15D1B777E1E,John Whitaker,1040,True,Male
10015739,https://data.fei.org/Person/Performance.aspx?p=6FCC42A8C7E13ED72B085DCB0F9BC884,David Simpson,1040,True,Male
10000672,https://data.fei.org/Person/Performance.aspx?p=41B0F97E711FEB856F9D17C0C8C07965,Amy Millar,1037,True,Female
10060544,https://data.fei.org/Person/Performance.aspx?p=BE20C32C25B025B2796B94CDAE53F119,Katherine A. Dinan,1025,True,Female
10002943,https://data.fei.org/Person/Performance.aspx?p=DAE5AF8C1275ABFAFD0E5202EA4D1528,Timothee Anciaume,1023,True,Male
10031927,https://data.fei.org/Person/Performance.aspx?p=F0FB23C20C417AF7BC9BCE81494C932C,Markus Brinkmann,1010,True,Male
10006483,https://data.fei.org/Person/Performance.aspx?p=B0BE527F5766A4E8D837C53D708D8692,Janika Sprunger,1006,True,Female
10004039,https://data.fei.org/Person/Performance.aspx?p=A6C49C3E18A216519D8E1D5E9723E5B2,Eiken Sato,1005,True,Male
10045115,https://data.fei.org/Person/Performance.aspx?p=987695BC21EBDCF6D0C246F7B631A73,Anthony Bourquard,1005,True,Male
10023963,https://data.fei.org/Person/Performance.aspx?p=DF57642149C0FB9D5D9ED74CA4701116,Paris Sellon,995,True,Female
10012332,https://data.fei.org/Person/Performance.aspx?p=D79151BB78885DB00A4DBB6E4A09046F,Ashlee Bond,993,True,Female
10026760,https://data.fei.org/Person/Performance.aspx?p=1224EA8A9FF65BADA3411D8CD8B1EA19,Jose Alberto Martinez Vazquez,990,True,Male
10056878,https://data.fei.org/Person/Performance.aspx?p=966941A7C3093A4402D721DC67AA3356,Lisa Nooren,988,True,Female
10072610,https://data.fei.org/Person/Performance.aspx?p=B791AF259B2F943FDB7A2731904F4BC6,Emil Hallundbaek,988,True,Male
10043493,https://data.fei.org/Person/Performance.aspx?p=91123E341DB85D3A54ACC15E4E04E525,Megane Moissonnier,985,True,Female
10012334,https://data.fei.org/Person/Performance.aspx?p=61FA5FE6AE1C83F6386883012E85C3D9,John Perez Bohm,983,True,Male
10080008,https://data.fei.org/Person/Performance.aspx?p=A315B3B2B7266373CE36C95067F0B05C,Devin Ryan,981,True,Male
10001766,https://data.fei.org/Person/Performance.aspx?p=F9A85C2AB7F26FE922EF52E7014879D4,Jörne Sprehe,973,True,Female
10029915,https://data.fei.org/Person/Performance.aspx?p=856EA35893A26872D1C0881886615437,Jonathan Corrigan,973,True,Male
10000468,https://data.fei.org/Person/Performance.aspx?p=F86CE4DE2CBC61C130CE7521E7797612,Abdullah Humaid Al Muhairi,965,True,Male
10002429,https://data.fei.org/Person/Performance.aspx?p=D275646D7626325BFE2908C3AEF958A6,Olivier Guillon,965,True,Male
10062240,https://data.fei.org/Person/Performance.aspx?p=D710FA4FEF2054E7C461AAA8D892E7BD,Bart Clarys,964,True,Male
10026642,https://data.fei.org/Person/Performance.aspx?p=1446485DA217D51EF68400B90998CF16,Andres Torres Hernandez,960,True,Male
10001197,https://data.fei.org/Person/Performance.aspx?p=A20E0069B34DFDFD1C7ADD69A9F72737,Emanuele Camilli,960,True,Male
10014888,https://data.fei.org/Person/Performance.aspx?p=F5072ED341273448019D078253CF6141,Francisco José Mesquita Musa,960,True,Male
10001424,https://data.fei.org/Person/Performance.aspx?p=7415D8732508C8E0614402260811F0DD,Gerfried Puck,950,True,Male
10011401,https://data.fei.org/Person/Performance.aspx?p=3D16712DD1C9ECB9912E36BFBF632844,Gerco Schröder,945,True,Male
10021793,https://data.fei.org/Person/Performance.aspx?p=7E971AFEC16F8E1888D9BBDFA5B3141C,Sameh El Dahan,940,True,Male
10059566,https://data.fei.org/Person/Performance.aspx?p=9A65A5159E0C0DBB20BA908554D7B69E,Finja Bormann,940,True,Female
10072382,https://data.fei.org/Person/Performance.aspx?p=CCA8E4AE68B827F75DB84913FBA79770,Mouda Zeyada,939,True,Male
10011424,https://data.fei.org/Person/Performance.aspx?p=EB03DE5F2EC32592FE87615616AAD163,Michael Whitaker,935,True,Male
10027587,https://data.fei.org/Person/Performance.aspx?p=E58019AF5326909C7EF0ACA62FEB4C91,Laura Roquet Puignero,933,True,Female
10027893,https://data.fei.org/Person/Performance.aspx?p=E8E7528B0C97CC75A8D2CD10F6360302,Gregory Cottard,930,True,Male
10030731,https://data.fei.org/Person/Performance.aspx?p=EF54DC73CF1FDBC1A9CF972161514599,Derin Demirsoy,923,True,Male
10012063,https://data.fei.org/Person/Performance.aspx?p=C76911905BF6B4B56DDCAA827C5473FD,Cassio Rivetti,920,True,Male
10034777,https://data.fei.org/Person/Performance.aspx?p=2253FFE4987BC7B1A03F40552C876218,Juan Carlos Martin Del Campo,915,True,Male
10021172,https://data.fei.org/Person/Performance.aspx?p=AB568BEFD2ACA463E153E960F0BECF8D,Jasmine Shao-Man Chen,914,True,Female
10006436,https://data.fei.org/Person/Performance.aspx?p=C3E04DD5F822A887598A520EC659BF49,Emeric George,910,True,Male
10005934,https://data.fei.org/Person/Performance.aspx?p=9BA29A8CCFCD6F780AA258603D2FCF62,Richie Moloney,910,True,Male
10006349,https://data.fei.org/Person/Performance.aspx?p=CBB5EB702FADB463CCE7D764D8AE7B71,Adam Prudent,905,True,Male
10018931,https://data.fei.org/Person/Performance.aspx?p=FD0099112FC45203A2FA2C544909E75D,Doron Kuipers,903,True,Male
10000682,https://data.fei.org/Person/Performance.aspx?p=6ED86F4F195C353B6F7F9737C10CFAAF,Andre Thieme,900,True,Male
10000432,https://data.fei.org/Person/Performance.aspx?p=A3B1E5FEB7EB5185AD64230A6BA2A101,Leslie Burr-Howard,895,True,Female
10002477,https://data.fei.org/Person/Performance.aspx?p=8A9C93662FDC2DA57DBBC82F88BD15E7,Patrice Delaveau,895,True,Male
10001987,https://data.fei.org/Person/Performance.aspx?p=125A4AC6602BF833E4A4772E2DB30C88,Laurent Goffinet,895,True,Male
10037763,https://data.fei.org/Person/Performance.aspx?p=9A8F41DF700CBF68088D48B2BDA56B31,António Matos Almeida,895,True,Male
10002057,https://data.fei.org/Person/Performance.aspx?p=9DE38D9B8A111BDB987515BD56ABEC19,Luca Maria Moneta,890,True,Male
10038852,https://data.fei.org/Person/Performance.aspx?p=B2BDD8038597AF8B80628E593B3A7887,Alexa Stais,888,True,Female
10000610,https://data.fei.org/Person/Performance.aspx?p=2F1EBD56D8FD5ACF31292A0E886866C0,Ales Opatrny,885,True,Male
10093717,https://data.fei.org/Person/Performance.aspx?p=3F381FC3724B7DAF04EEB21F9E67B445,Carlos Hank Guerreiro,885,True,Male
10006757,https://data.fei.org/Person/Performance.aspx?p=EF4AF7E375A797A88077A44AE6C60402,Ellen Whitaker,883,True,Female
10017390,https://data.fei.org/Person/Performance.aspx?p=41608CF003BDA7FC318FA3A4BC298DCA,Jeroen Appelen,880,True,Male
10060748,https://data.fei.org/Person/Performance.aspx?p=E61D4B1C7A07791077C05FA1C1F51B75,Kevin Gonzalez De Zarate Fernandez,878,True,Male
10066016,https://data.fei.org/Person/Performance.aspx?p=58EE3844B6D6235B776B860790A347A8,Georgia Tame,878,True,Female
10045918,https://data.fei.org/Person/Performance.aspx?p=A67BFFD72F572DF8C531E5689A5F45AB,Alexandra Thornton,875,True,Female
10009854,https://data.fei.org/Person/Performance.aspx?p=D8EA8A5EA60E84986DA0E4A583A74DA,Katrin Eckermann,870,True,Female
10002956,https://data.fei.org/Person/Performance.aspx?p=328116A850D099837BAF1BF3D222E7B3,Tony Cadet,870,True,Male
10025819,https://data.fei.org/Person/Performance.aspx?p=F4520A348E819FC03451C0BEFB0BD303,Luiz Francisco De Azevedo,868,True,Male
10024000,https://data.fei.org/Person/Performance.aspx?p=63320BE03A0E804D96F99D4413AC67A0,Andrew Welles,865,True,Male
10008823,https://data.fei.org/Person/Performance.aspx?p=164B37DC9101685A2CFFE03EB750B149,Guillaume Batillat,865,True,Male
10084227,https://data.fei.org/Person/Performance.aspx?p=B3D5821888AA78C76513B3D33602E325,Edouard Schmitz,865,True,Male
10072032,https://data.fei.org/Person/Performance.aspx?p=19D14C8C8935F3140AD95BB7E8B1D26C,Andres Azcarraga,865,True,Male
10115562,https://data.fei.org/Person/Performance.aspx?p=50D8985ACE3F629A301762089E3D188E,Sam Walker,862,True,Male
10022362,https://data.fei.org/Person/Performance.aspx?p=EA49177909EB6C6FA82E541E2F9CF264,Laura Klaphake,859,True,Female
10020595,https://data.fei.org/Person/Performance.aspx?p=2E8B3EAE3304203F51DE4F70BF45E161,Barbara Schnieper,858,True,Female
10031879,https://data.fei.org/Person/Performance.aspx?p=276386629791CB774F216E8BFC9ACA60,James Smith,855,True,Male
10032870,https://data.fei.org/Person/Performance.aspx?p=F4F4FAFA8AA1AA486477B992036B9C15,Remco Been,855,True,Male
10018991,https://data.fei.org/Person/Performance.aspx?p=1E0070148B506F9E1C7F9F2E4D8B2C04,Louise Saywell,855,True,Female
10097011,https://data.fei.org/Person/Performance.aspx?p=B509E6A8D1989EA431AFED1DA4E3C500,Jack Ryan,855,True,Male
10008261,https://data.fei.org/Person/Performance.aspx?p=98B92C1E066559AAF4FEFECDBFEF01DB,Yves Vanderhasselt,853,True,Male
10029916,https://data.fei.org/Person/Performance.aspx?p=25D9F503A793F7494B61E3CD7B44BE63,Greg Patrick Broderick,850,True,Male
10076049,https://data.fei.org/Person/Performance.aspx?p=34477BD7E4569E0F45ED8164B290DAA1,Andres Vereecke,850,True,Male
10006342,https://data.fei.org/Person/Performance.aspx?p=6ADF417C913E9E3804DEE3FB9DBB34DD,Thierry Goffinet,845,True,Male
10027380,https://data.fei.org/Person/Performance.aspx?p=6480E1F96DC9D08DEE9C81F82EAD00B5,Joseph Clayton,843,True,Male
10008002,https://data.fei.org/Person/Performance.aspx?p=A50C446B29E7397FA23351DD9BDA732E,Mario Stevens,835,True,Male
10009295,https://data.fei.org/Person/Performance.aspx?p=DA0673FD0CA6B6055C1D634E214DA36B,Jean Luc Mourier,835,True,Male
10011105,https://data.fei.org/Person/Performance.aspx?p=C043EB072334DB8ED9623AFBE2506C19,Andrius Petrovas,830,True,Male
10107698,https://data.fei.org/Person/Performance.aspx?p=EC5903151CF4BE94C534F0068BF72424,Ali Ramsay,830,True,Female
10018887,https://data.fei.org/Person/Performance.aspx?p=9C265F093AA980AF19E6969D92E06A81,Bronislav Chudyba,829,True,Male
10026643,https://data.fei.org/Person/Performance.aspx?p=CCB088A937A3E5BC206FDAAB05CF112,Miguel Angel Torres Hernandez,820,True,Male
10030589,https://data.fei.org/Person/Performance.aspx?p=189600DD32DBD0990DBFCC2177F327FC,Marcel Marschall,820,True,Male
10039815,https://data.fei.org/Person/Performance.aspx?p=5B4BF5DE63746E8DCC9D3E88AA27FCA4,Luis Alejandro Plascencia O.,818,True,Male
10001700,https://data.fei.org/Person/Performance.aspx?p=1ABFDC709DAB724BFD9F96E15795A21F,Jane Richard Philips,818,True,Female
10013003,https://data.fei.org/Person/Performance.aspx?p=C5F5FA8B7B8012C3C6AEC51A40D6C747,Paul-Richard Argus,815,True,Male
10102638,https://data.fei.org/Person/Performance.aspx?p=821CB6FE91AD91D6D103E6BFCF04A187,Jennifer Gates,810,True,Female
10011399,https://data.fei.org/Person/Performance.aspx?p=709835C9AFA68634FB528F267D498382,Massimo Grossato,805,True,Male
10000424,https://data.fei.org/Person/Performance.aspx?p=78D4332792696EEACB29483391DB2013,Dermott Lennon,805,True,Male
10054791,https://data.fei.org/Person/Performance.aspx?p=C504D1EDD48270C719C004466D4469B1,Andrea Herck,805,True,Male
10000472,https://data.fei.org/Person/Performance.aspx?p=67294774D82E4F98D976C36E7E3DFBB7,Bernardo Cardoso De Resende Alves,800,True,Male
10011438,https://data.fei.org/Person/Performance.aspx?p=755E5281FAA334DAC9B42250B5FF47B,Vladimir Tuganov,800,True,Male
10013314,https://data.fei.org/Person/Performance.aspx?p=F926E4C14A10841C74AEE4A6A381781C,Charles Henri Ferme,798,True,Male
10000412,https://data.fei.org/Person/Performance.aspx?p=A5F6D94C639432C2106D38B379631A0,Jeroen Dubbeldam,798,True,Male
10002816,https://data.fei.org/Person/Performance.aspx?p=45BAC22AC18B222DFDD1CD26FDAEF736,Soren Pedersen,795,True,Male
10009161,https://data.fei.org/Person/Performance.aspx?p=1D2EC2A62A41E959B142ECE3B5274AD,Hector Florentino Roca,795,True,Male
10086384,https://data.fei.org/Person/Performance.aspx?p=E5F88E0BE01B6E172BCBA734ABA4B8C5,Elian Baumann,795,True,Male
10090038,https://data.fei.org/Person/Performance.aspx?p=187FA22D68325AE9BFD01B6CADACC035,Jodie Hall Mcateer,793,True,Female
10030214,https://data.fei.org/Person/Performance.aspx?p=5E1E6B882630C0C2B3F05A2459B56B61,Felipe Ramos Guinato,785,True,Male
10038632,https://data.fei.org/Person/Performance.aspx?p=118C0530789014A638C750057EEFCAC3,Robin Muhr,785,True,Male
10041910,https://data.fei.org/Person/Performance.aspx?p=39D8D974BEC022BAFAD798B91E1B857B,Pål Flam,780,True,Male
10000413,https://data.fei.org/Person/Performance.aspx?p=871C64CB75F0E803DC8F45CADB16A4F5,Roberto Arioldi,780,True,Male
10000858,https://data.fei.org/Person/Performance.aspx?p=965C863F98A4C8007F76FE8CEA22E09,Beth Underhill,780,True,Female
10001164,https://data.fei.org/Person/Performance.aspx?p=E80FDFE20B74ED77CE049D80F5BFB20,Edwin Smits,780,True,Male
10000558,https://data.fei.org/Person/Performance.aspx?p=9CC9FFA2B1435388B316F169390C11E0,Holger Wulschner,775,True,Male
10068509,https://data.fei.org/Person/Performance.aspx?p=AA8C0BE0E2EC4EB6F0FE91F68E2F5A37,Kara Chad,773,True,Female
10064709,https://data.fei.org/Person/Performance.aspx?p=234B741CA5D0E2F1AAA22FDCB2163A27,Jan Bobik,768,True,Male
10015764,https://data.fei.org/Person/Performance.aspx?p=C2E5E690D459A730C1A81AAC6679E44D,Victor Bettendorf,768,True,Male
10016426,https://data.fei.org/Person/Performance.aspx?p=9647634C41B3760EDDDEC850603861F2,Luca Marziani,765,True,Male
10066434,https://data.fei.org/Person/Performance.aspx?p=37F142B216F1A0FC5F63F80E234397C4,Cormac Hanley,765,True,Male
10034642,https://data.fei.org/Person/Performance.aspx?p=8ACB965992B037AED971D4D7A3E18CC5,Jan Wernke,765,True,Male
10029959,https://data.fei.org/Person/Performance.aspx?p=7AB3FB6E33E34B2632858537559FCBCF,Petronella Andersson,765,True,Female
10002165,https://data.fei.org/Person/Performance.aspx?p=77ADD255E0B8CDA85E12EEB7258339D6,Marie Pellegrin,763,True,Female
10043233,https://data.fei.org/Person/Performance.aspx?p=2835AF14BF9A4E3AB726087D3235C6CE,Guido Jun. Klatte,760,True,Male
10002619,https://data.fei.org/Person/Performance.aspx?p=268A5C731AFAB98A492282A17DFC6805,Riccardo Pisani,756,True,Male
10006767,https://data.fei.org/Person/Performance.aspx?p=72347048A4E1FE8D45EE79021E98CEBF,Frederic Vernaet,755,True,Male
10060973,https://data.fei.org/Person/Performance.aspx?p=A2DE4AEEBE8E79B1E1C86101CA49FBA1,Pierre Marie Friant,755,True,Male
10002164,https://data.fei.org/Person/Performance.aspx?p=5CE9696AD67B530A808B6BFD8EA2AACF,Marie Hecart,748,True,Female
10009253,https://data.fei.org/Person/Performance.aspx?p=E22BE64D1C4AE8F1F7D3412302E420E9,Alberto Michan,745,True,Male
10016453,https://data.fei.org/Person/Performance.aspx?p=2E7773CC54BAC27F440867D01426C55F,Stefan Eder,745,True,Male
10012164,https://data.fei.org/Person/Performance.aspx?p=A7D8B8299CE68C46A3B2844141F6BDC9,Angelica Augustsson Zanotelli,745,True,Female
10041052,https://data.fei.org/Person/Performance.aspx?p=776E7B5C8BE90C8F43C0794DE1900BF,Wilton Porter,745,True,Male
10001898,https://data.fei.org/Person/Performance.aspx?p=FF5948CF7D91188D064CF5092D1D3C73,Katharina Offel,740,True,Female
10016187,https://data.fei.org/Person/Performance.aspx?p=DBDA3C3F90DEAEF71DE680B001A01C9B,Jens Baackmann,738,True,Male
10001665,https://data.fei.org/Person/Performance.aspx?p=988ED59F9D62AFBB59756730951D18EB,Iván Serrano Sáez,735,True,Male
10079598,https://data.fei.org/Person/Performance.aspx?p=D725115D526DD287DE3C297AD2E94BF0,Chloe Reid,735,True,Female
10016395,https://data.fei.org/Person/Performance.aspx?p=F530CE216847C4D64CF745EEA81325DA,Koen Vereecke,730,True,Male
10043333,https://data.fei.org/Person/Performance.aspx?p=A71B8BA05B675AA055BBED7BDB4DC80E,Eoin Mcmahon,730,True,Male
10031749,https://data.fei.org/Person/Performance.aspx?p=ED83E3068779F2810ECD835CAC75BEE,Gonzalo Azcarraga,725,True,Male
10018928,https://data.fei.org/Person/Performance.aspx?p=25EF2891850508BAAB8E7A7575D4B359,Victoria Gulliksen,725,True,Female
10008056,https://data.fei.org/Person/Performance.aspx?p=B6BD323F138965A122A4CA6BDA264675,Abdelkebir Ouaddar,725,True,Male
10082156,https://data.fei.org/Person/Performance.aspx?p=7B04CBB5CF8976FA1258E36AD27BD486,Susan Fitzpatrick,721,True,Female
10056071,https://data.fei.org/Person/Performance.aspx?p=F31481940FDF0D8346EDCA38C423C1B5,Jacob Hellström,720,True,Male
10032855,https://data.fei.org/Person/Performance.aspx?p=2182C058CFE510F577BD9DDF9289788F,Geoffroy De Coligny,715,True,Male
10085616,https://data.fei.org/Person/Performance.aspx?p=158D45000C6A721470A157DED7B7CA6B,Philipp Schulze Topphoff,712,True,Male
10002623,https://data.fei.org/Person/Performance.aspx?p=2CACBF3F66F234343F9B7AEE816148E8,Richard Spooner,705,True,Male
10047911,https://data.fei.org/Person/Performance.aspx?p=D5C83B3848B4729B1B961A8EBC3413F5,Maksymilian Wechta,705,True,Male
10001537,https://data.fei.org/Person/Performance.aspx?p=B5B4785DE6FF90135176D407DF326B24,Hani Kamal Raji Bsharat,703,True,Male
10020473,https://data.fei.org/Person/Performance.aspx?p=85C8BAF0D704864D022F35C7168CD8A8,Roberto Previtali,695,True,Male
10006910,https://data.fei.org/Person/Performance.aspx?p=221B446396E4CD303017F26EB5CDF76D,Alexandra Paillot,694,True,Female
10021514,https://data.fei.org/Person/Performance.aspx?p=3EB80A6C23AA8A8E373A9A75E6D31477,Hendrik Sosath,693,True,Male
10009679,https://data.fei.org/Person/Performance.aspx?p=FD93C9B30A98F59BD9F743A57CAE2DB2,Annelies Vorsselmans,690,True,Female
10000445,https://data.fei.org/Person/Performance.aspx?p=F440EA17BCFF7272B6DC539861D69C78,Taizo Sugitani,689,True,Male
10033795,https://data.fei.org/Person/Performance.aspx?p=397952F856DC1F33F01D543074855126,Abdullah Mohd Al Marri,685,True,Male
10036515,https://data.fei.org/Person/Performance.aspx?p=A2D96390242AFED61B7B773D90CCA82C,Alex Duffy,683,True,Male
10037270,https://data.fei.org/Person/Performance.aspx?p=EAC53642A1A47E46BE5D2C8EEA575759,Alexander Butler,680,True,Male
10027046,https://data.fei.org/Person/Performance.aspx?p=6EE50CCAC6A5116C8507A59ED09B67D1,Nicholas Dello Joio,680,True,Male
10046659,https://data.fei.org/Person/Performance.aspx?p=4398CC397B57DB2B5BC6465B82B8F30A,Gerrit Nieberg,678,True,Male
10001751,https://data.fei.org/Person/Performance.aspx?p=637849DB02A9BFFD5AAF7823E54A6D2,Jim Ifko,678,True,Male
10001975,https://data.fei.org/Person/Performance.aspx?p=10706031C6FA384DB2F7B9AC19A01F73,László Tóth,675,True,Male
10001984,https://data.fei.org/Person/Performance.aspx?p=F103EABF4C13B8044289F02227E2394B,Lauren Hough,670,True,Female
10113493,https://data.fei.org/Person/Performance.aspx?p=CC79097ED32594D8C4921316A44D5DFD,Kamil Grzelczyk,668,True,Male
10016585,https://data.fei.org/Person/Performance.aspx?p=24550C2C77A1824A13A18EDB279D826B,Dayro Arroyave,665,True,Male
10048311,https://data.fei.org/Person/Performance.aspx?p=C39CEC8967F7327B5BDCFFEF3694CE74,Abdulrahman Alrajhi,665,True,Male
10025070,https://data.fei.org/Person/Performance.aspx?p=8D4423CC0AFEDF34C66B5529CA380D04,Stephanie Holmén,658,True,Female
10033970,https://data.fei.org/Person/Performance.aspx?p=322E6C3AF9AAE91BDA9FB4E8D3FAE314,Emanuele Massimiliano Bianchi,655,True,Male
10012642,https://data.fei.org/Person/Performance.aspx?p=5F1D5A265A7C8C8A3EAB602B01AD12F8,Gerard O'Neill,655,True,Male
10038086,https://data.fei.org/Person/Performance.aspx?p=39E6C804FC1543B840431AC07638C86A,Chloe Aston,653,True,Female
10027068,https://data.fei.org/Person/Performance.aspx?p=DC226D226A66A9B9126C30849C6D4522,Harriet Biddick,650,True,Female
10017285,https://data.fei.org/Person/Performance.aspx?p=396D5DEB3A34F9F04C5E4E0AE369FF7C,Michael Cristofoletti,650,True,Male
10006319,https://data.fei.org/Person/Performance.aspx?p=EDC930A305059C9CDF81723244FA6BFD,Michael Greeve,650,True,Male
10000882,https://data.fei.org/Person/Performance.aspx?p=6C4CD104C2A68D1F3D0C84281824E6C0,Bruno Garez,650,True,Male
10011435,https://data.fei.org/Person/Performance.aspx?p=8D0347904151E012AEDDBFBF6F2057FD,Natalia Simonia,649,True,Female
10001364,https://data.fei.org/Person/Performance.aspx?p=1195D46AB1ECD3F6F9B3CAB0B7A21D71,Francois Xavier Boudant,645,True,Male
10008581,https://data.fei.org/Person/Performance.aspx?p=6C012AA4F974215AF8DFB6D001B7C2F8,Luis Pedro Biraben,644,True,Male
10008183,https://data.fei.org/Person/Performance.aspx?p=6FF4999440BEAFAEA2253F1B4EA1DDAC,Rik Hemeryck,640,True,Male
10017283,https://data.fei.org/Person/Performance.aspx?p=CE847A39A4124B424182FB0E331192BE,Luca Coata,640,True,Male
10006562,https://data.fei.org/Person/Performance.aspx?p=F406060FC03793A48D3C8E7C1D1A0AD9,Nadja Peter Steiner,640,True,Female
10109392,https://data.fei.org/Person/Performance.aspx?p=51F4F69C14A5D96BA2F7943D7BCD25F1,Daniel Rihan,640,True,Male
10000604,https://data.fei.org/Person/Performance.aspx?p=D1E0C9D049D2AF8C5EC04DA012E08C8A,Aldrick Cheronnet,635,True,Male
10016434,https://data.fei.org/Person/Performance.aspx?p=27D796172A471FC03180A8E7A9975690,Julien Gonin,635,True,Male
10008984,https://data.fei.org/Person/Performance.aspx?p=42D7F833F5DC7DBC14E6FF2A7E95B94B,Andrew Ramsay,635,True,Male
10000662,https://data.fei.org/Person/Performance.aspx?p=A6B6E67E97AB60C66CC59F7277D5E696,Alison Robitaille,633,True,Female
10023474,https://data.fei.org/Person/Performance.aspx?p=C5468A7639A30F3E46BF887AA5574897,Max Routledge,630,True,Male
10025854,https://data.fei.org/Person/Performance.aspx?p=A061A68639BC0E5081E955F4DFBBA9D2,Maxime Harmegnies,628,True,Male
10017359,https://data.fei.org/Person/Performance.aspx?p=A7EBF3E9E2406704BEFC7B1275F95073,Alberto Marquez Galobardes,625,True,Male
10095016,https://data.fei.org/Person/Performance.aspx?p=98A215E8EA38B1801A5A8EA5B0D6E49,Thibault Philippaerts,625,True,Male
10000510,https://data.fei.org/Person/Performance.aspx?p=74D25348FFB92A5AFEA00D32E26C4D6A,Pilar Lucrecia Cordon,624,True,Female
10035973,https://data.fei.org/Person/Performance.aspx?p=4384FA316C73BBB7D51A616C2FC388EA,Arnaud Doem,623,True,Male
10016922,https://data.fei.org/Person/Performance.aspx?p=B2FBFD5967C10EE8C6673ACFCAC64D50,Annina Züger,620,True,Female
10002565,https://data.fei.org/Person/Performance.aspx?p=6B4C80C38633A0F167E900B0363A4869,Pierre Alain Mortier,617,True,Male
10010613,https://data.fei.org/Person/Performance.aspx?p=33B875645B1DD92215DC7C4CF9F1A53D,Jacques Helmlinger,613,True,Male
10078137,https://data.fei.org/Person/Performance.aspx?p=99C7782A4E51DA064C45F6C4B7F8CB27,Nicole Walker,610,True,Female
10008214,https://data.fei.org/Person/Performance.aspx?p=B2C83069694B2D26DA253C24DD316491,Antonio Alfonso,608,True,Male
10002353,https://data.fei.org/Person/Performance.aspx?p=E6FD9CDAD837FC6DC708D71AE1920425,Natale Chiaudani,605,True,Male
10058209,https://data.fei.org/Person/Performance.aspx?p=73723E4B51AE3671BEFD6FEB8DF263D3,Matias Alvaro,600,True,Male
