,Foundername,ProfileURL,Inflation adjusted Amount,UID,image,gender
1574, Offir Talmor,https://www.crunchbase.com/person/offir-talmor,24000000.0,1132980974771946555,True,Male
1575, Sagi Eliyahu,https://www.crunchbase.com/person/sagi-eliyahu,24000000.0,986536694623936458,True,Male
1576, Evan Reiser,https://www.crunchbase.com/person/evan-reiser,24000000.0,1104843587291946504,True,Male
1577, Sanjay Jeyakumar,https://www.crunchbase.com/person/sanjay-jeyakumar,24000000.0,3395312521996115809,True,Male
1578, Joe Emison,https://www.crunchbase.com/person/joe-emison-2,24000000.0,6249434124031222612,True,Male
1579, Steve Lekas,https://www.crunchbase.com/person/steve-lekas,24000000.0,9110031560176859771,True,Male
1580, Clifford J. Stocks,https://www.crunchbase.com/person/clifford-j-stocks,23996696.26850337,3608404693192546985,True,Male
1581, Erik Maltais,https://www.crunchbase.com/person/erik-maltais,23993572.08358397,4969375901072248036,True,Male
1582, Jon Clagg,https://www.crunchbase.com/person/jon-clagg,23993572.08358397,1058753103486157050,True,Male
1583, Raj Dutt,https://www.crunchbase.com/person/raj-dutt,23987130.16716794,1800277885431521722,True,Male
1584, Torkel Ödegaard,https://www.crunchbase.com/person/torkel-%C3%B6degaard,23987130.16716794,4808017175572871086,True,Male
1585, Anthony Woods,https://www.crunchbase.com/person/anthony-woods,23987130.16716794,9084420481413693510,True,Male
1586, Kari Nadeau,https://www.crunchbase.com/person/kari-nadeau,23938852.1857121,2846798331199632223,True,Female
1587, Chris Milk,https://www.crunchbase.com/person/chris-milk,23922478.417201154,2886270484346387311,True,Male
1588, Christopher Hopper,https://www.crunchbase.com/person/christopher-hopper,23882008.432541065,9023466542058130520,True,Male
1589, Samuel Adeyemo,https://www.crunchbase.com/person/samuel-adeyemo,23882008.432541065,7845204275472595338,True,Male
1590, Jonathan Schneck,https://www.crunchbase.com/person/jonathan-schneck,23866767.25824737,9114746285960345907,True,Male
1592, Iyad Tarazi,https://www.crunchbase.com/person/iyad-tarazi,23864670.97688425,8898213974124128464,True,Male
1593, R. Mark Payne,https://www.crunchbase.com/person/r-mark-payne,23862188.8892994,1365337054569962299,True,Male
1594, Enhao Gong,https://www.crunchbase.com/person/enhao-gong,23835990.27545024,3987070214463533006,True,Male
1595, John Resig,https://www.crunchbase.com/person/john-resig-2,23807643.4422496,9131194811328115919,True,Male
1596, Leo Resig,https://www.crunchbase.com/person/leo-resig,23807643.4422496,4518270249308913911,True,Male
1597, David Selinger,https://www.crunchbase.com/person/david-selinger,23783854.34558571,7081829183272003793,True,Male
1598, Winston Chen,https://www.crunchbase.com/person/winston-chen-2cbb,23783854.34558571,3958445419500108626,True,Male
1599, Zorah Anapolsky,https://www.crunchbase.com/person/zorah-anapolsky,23759027.43472656,411482087501894097,True,Male
1600, Nathan Hecht,https://www.crunchbase.com/person/nate-hecht,23759027.43472656,3029958861096977743,True,Male
1601, Rajib Ahmed,https://www.crunchbase.com/person/rajib-ahmed,23759027.43472656,5694916575828435958,True,Male
1602, Amir Lahav,https://www.crunchbase.com/person/amir-lahav-2,23759027.43472656,800408772898287458,True,Male
1603, Michael Botta,https://www.crunchbase.com/person/michael-botta,23659791.548109986,1882444442898324778,True,Male
1604, David Goldhill,https://www.crunchbase.com/person/david-goldhill,23659791.548109986,5072555791890460221,True,Male
1605, John Fontein,https://www.crunchbase.com/person/john-fontein,23659791.548109986,8955647136145767362,True,Male
1606, Steve Cheney,https://www.crunchbase.com/person/steve-cheney,23655354.019383274,8336100753267346022,True,Male
1607, Jakub Krzych,https://www.crunchbase.com/person/jakub-krzych,23655354.019383274,8065647020394916734,True,Male
1608, Lukasz Kostka,https://www.crunchbase.com/person/lukasz-kostka,23655354.019383274,6680661802464362667,True,Male
1609, Peter Ruppersberg,https://www.crunchbase.com/person/dr-peter-ruppersberg,23644626.13797275,1616917237674637076,True,Male
1610, Ariel Cohen,https://www.crunchbase.com/person/ariel-cohen-5,23626091.85354881,1632232470977283122,True,Male
1611, Ilan Twig,https://www.crunchbase.com/person/ilan-twig,23626091.85354881,7340210699817564984,True,Male
1612, Ahmad Wani,https://www.crunchbase.com/person/ahmad-wani,23579451.89920657,8490445287739905316,True,Male
1613, Timothy Frank,https://www.crunchbase.com/person/timothy-frank,23579451.89920657,5829146937055949852,True,Male
1614, Nicole Hu,https://www.crunchbase.com/person/nicole-hu,23579451.89920657,5382889383995447903,True,Female
1615, Kevin Tan,https://www.crunchbase.com/person/kevin-tan-851d,23517064.0,3319309096198714122,True,Male
1616, Jonathan Cameron,https://www.crunchbase.com/person/jonathan-cameron,23517064.0,4833378099892348109,True,Male
1617, Jamie Marshall,https://www.crunchbase.com/person/jamie-marshall,23517064.0,2251052634860497017,True,Female
1618, Tom Livne,https://www.crunchbase.com/person/tom-livne,23502192.982456144,4711835969631904295,True,Male
1619, Kobi Ben Tzvi,https://www.crunchbase.com/person/kobi-ben-tzvi,23502192.982456144,8518393358227381139,True,Male
1620, Eric Shellef,https://www.crunchbase.com/person/eric-shellef-4a5a,23502192.982456144,5874942674173071524,True,Male
1621, Matin Movassate,https://www.crunchbase.com/person/matin-movassate,23494288.95282937,8369964092025986016,True,Male
1622, Ravi Parikh,https://www.crunchbase.com/person/ravi-parikh-2,23494288.95282937,2145186801423461594,True,Male
1623, John Menkart,https://www.crunchbase.com/person/john-menkart,23476358.09499621,4979293903269276670,True,Male
1624, Alexandre Augusto da Rocha,https://www.crunchbase.com/person/alexandre-augusto-da-rocha,23476358.09499621,1140678867750977243,True,Male
1625, Bernard Sanders,https://www.crunchbase.com/person/bernard-sanders,23476358.09499621,1822917635935282257,True,Male
1626, Bill Schell,https://www.crunchbase.com/person/bill-schell,23476358.09499621,7380285288962501250,True,Male
1627, Janice Chen,https://www.crunchbase.com/person/janice-chen,23474774.41013309,4675104370957927308,True,Female
1628, Trevor Martin,https://www.crunchbase.com/person/trevor-martin-3,23474774.41013309,515370161328094541,True,Male
1629, Ashley Tehranchi,https://www.crunchbase.com/person/ashley-tehranchi,23474774.41013309,8406327373776325785,True,Female
1630, Lucas Harrington,https://www.crunchbase.com/person/lucas-harrington-766c,23474774.41013309,7143191067232067278,True,Male
1631, George Melika,https://www.crunchbase.com/person/george-melika,23461740.42023273,5374276106773541030,True,Male
1632, Akbar Thobhani,https://www.crunchbase.com/person/akbar-thobhani,23461740.42023273,9087790669636921260,True,Male
1633, Caroline Grey,https://www.crunchbase.com/person/caroline-grey,23445227.52980075,1312578328269057417,True,Female
1634, Dan Wagner,https://www.crunchbase.com/person/dan-wagner-2,23445227.52980075,6717131408968254293,True,Male
1635, Eliran Sapir,https://www.crunchbase.com/person/eliran-sapir,23437625.70588651,5608850720072796167,True,Male
1636, Tomer Bitton,https://www.crunchbase.com/person/tomer-bitton,23425480.88578765,5318000885483764715,True,Male
1637, Roy Katmor,https://www.crunchbase.com/person/roy-katmor,23425480.88578765,6101347622961368826,True,Male
1638, Ido Kelson,https://www.crunchbase.com/person/ido-kelson,23425480.88578765,6315760805586021569,True,Male
1639, Udi Yavo,https://www.crunchbase.com/person/udi-yavo,23425480.88578765,7629418232968711973,True,Male
1640, Justin Ammerlaan,https://www.crunchbase.com/person/justin-ammerlaan,23391000.0,3293759657413841549,True,Male
1641, Warren Hogarth,https://www.crunchbase.com/person/warren-hogarth,23391000.0,1631616524955012988,True,Male
1642, Ian Bernstein,https://www.crunchbase.com/person/ian-bernstein,23336856.21460072,4256307860364639019,True,Male
1643, Ruben Amarasingham,https://www.crunchbase.com/person/ruben-amarasingham,23330307.560512666,2744326171536464478,True,Male
1644, Ram Palaniappan,https://www.crunchbase.com/person/ram-palaniappan,23301759.60204086,2060486820341877320,True,Male
1645, Christine Yen,https://www.crunchbase.com/person/christine-yen,23299449.14319061,2746166251739940499,True,Female
1646, Charity Majors,https://www.crunchbase.com/person/charity-majors,23299449.14319061,5565909911220373414,True,Female
1647, Nai Phasay,https://www.crunchbase.com/person/nai-phasay,23172103.87089705,6638123243572625921,True,Male
1648, Tristan Escalada,https://www.crunchbase.com/person/tristan-escalada,23172103.87089705,2879776667621744257,True,Male
1649, Allison Archambault,https://www.crunchbase.com/person/allison-archambault,23172103.87089705,5297962144459926407,True,Female
1650, Dan Schnitzer,https://www.crunchbase.com/person/daniel-schnitzer-e518,23172103.87089705,801801712756887758,True,Male
1651, Arthur Jacquiau-Chamski,https://www.crunchbase.com/person/arthur-jacquiau-chamski,23172103.87089705,8707631319169644347,True,Male
1652, Justin Morehouse,https://www.crunchbase.com/person/justin-morehouse,23149404.417174075,2439965433853953062,True,Male
1653, Brett Cupta,https://www.crunchbase.com/person/brett-cupta,23116420.05670259,4992257068502268618,True,Male
1654, Tim May,https://www.crunchbase.com/person/tim-may,23116420.05670259,49811262287174697,True,Male
1655, Adam Jiwan,https://www.crunchbase.com/person/adam-jiwan,23095630.17533176,924107730782559703,True,Male
1656, Anna Fridman,https://www.crunchbase.com/person/anna-fridman,23095630.17533176,816295825566717542,True,Female
1657, John Sun,https://www.crunchbase.com/person/john-sun,23095630.17533176,7807746092760156862,True,Male
1658, Eilon Reshef,https://www.crunchbase.com/person/eilon-reshef,23076268.75739177,9006713472077778013,True,Male
1659, Amit Bendov,https://www.crunchbase.com/person/amit-bendov,23076268.75739177,1306601211846502145,True,Male
1660, Timothy Miller,https://www.crunchbase.com/person/timothy-miller-2,23058271.42400549,246270251494341682,True,Male
1661, Nelson Rio,https://www.crunchbase.com/person/nelson-rio,23058271.42400549,1685205593226356818,True,Male
1662, Aaron Holm,https://www.crunchbase.com/person/aaron-holm-2,23058271.42400549,7033925689586888841,True,Male
1663, Marie O’Neill Sciarrone,https://www.crunchbase.com/person/marie-o-neill-sciarrone,23057103.10206532,6001602120177734622,True,Female
1664, Steve Ryan,https://www.crunchbase.com/person/steve-ryan-f678,23057103.10206532,1492657911079937421,True,Male
1666, Snejina Zacharia,https://www.crunchbase.com/person/snejina-zacharia,23000000.0,8458654239670443845,True,Female
1667, Mariano Suarez-Battan,https://www.crunchbase.com/person/mariano-suarez-battan,23000000.0,2919615439788551647,True,Male
1668, Alex Popa,https://www.crunchbase.com/person/alex-popa-e468,23000000.0,3443782124478749793,True,Male
1670, Gene Shkolnik,https://www.crunchbase.com/person/gene-shkolnik,23000000.0,6333818509020654590,True,Male
1671, Lloyed Lobo,https://www.crunchbase.com/person/lloyed-lobo,23000000.0,7123993666895138275,True,Male
1672, Tod Kiryazov,https://www.crunchbase.com/person/tod-kiryazov,23000000.0,7814563089787523787,True,Male
1673, Agustin Soler,https://www.crunchbase.com/person/agustin-soler,23000000.0,3509070702065686759,True,Male
1674, Giorgos Zacharia,https://www.crunchbase.com/person/giorgos-zacharia,23000000.0,4235492893618274640,True,Male
1675, Gabriel Jones,https://www.crunchbase.com/person/gabriel-jones,23000000.0,2706626543617238554,True,Male
1676, Patricio Jutard,https://www.crunchbase.com/person/patricio-jutard,23000000.0,20102922281711901,True,Male
1677, James Youngquist,https://www.crunchbase.com/person/james-youngquist,23000000.0,5383812188492752410,True,Male
1678, Dan Yadlin,https://www.crunchbase.com/person/dan-yadlin,23000000.0,1848846866739871643,True,Male
1679,Alan D. Frazier,https://www.crunchbase.com/person/alan-d-frazier,23000000.0,7344442438269633117,True,Male
1680, Itay Malinger,https://www.crunchbase.com/person/itay-malinger,23000000.0,9099262035864306414,True,Male
1681, Masato Asahara,https://www.crunchbase.com/person/masato-asahara,22987666.41020261,1974596371467079780,True,Male
1682, Ryohei Fujimaki,https://www.crunchbase.com/person/ryohei-fujimaki,22987666.41020261,4499821768253697522,True,Male
1683, Yusuke Muraoka,https://www.crunchbase.com/person/yusuke-muraoka,22987666.41020261,4578473840202825691,True,Male
1684, Kusumura Yukitaka,https://www.crunchbase.com/person/kusumura-yukitaka,22987666.41020261,7908485387291624806,True,Male
1685, Kyle Sherman,https://www.crunchbase.com/person/kyle-sherman,22987666.41020261,5791869366247835537,True,Male
1686, Catriona Jamieson,https://www.crunchbase.com/person/catriona-jamieson,22940513.98061323,5299085442978261135,True,Female
1687, Charles McDermott,https://www.crunchbase.com/person/charles-mcdermott-5097,22940513.98061323,8031814483906929040,True,Male
1688, John Hood,https://www.crunchbase.com/person/john-hood-b7c4,22940513.98061323,7068762017063665808,True,Male
1689, Jasbir Seehra,https://www.crunchbase.com/person/jasbir-seehra,22939955.97338945,338445865551970314,True,Male
1690, Ryan Day,https://www.crunchbase.com/person/ryan-day,22939955.97338945,4823204275050378819,True,Male
1691, Mark Murray,https://www.crunchbase.com/person/mark-murray-9400,22939955.97338945,1844815517377093238,True,Male
1692, Jeffrey Nau,https://www.crunchbase.com/person/jeffrey-nau,22939955.97338945,2634149789479175973,True,Male
1693, Doris Peterkin,https://www.crunchbase.com/person/doris-peterkin-1f0c,22925063.08454716,4165007040695888987,True,Female
1694, Martha Murray,https://www.crunchbase.com/person/martha-murray,22925063.08454716,3049569145942260118,True,Female
1695, Jasper Wheeler,https://www.crunchbase.com/person/jasper-wheeler,22925060.02787208,8658726730591069501,True,Male
1696, Jeff Cripe,https://www.crunchbase.com/person/jeff-cripe,22925060.02787208,1491264658213509825,True,Male
1697, Jeremy Cai,https://www.crunchbase.com/person/jeremy-cai,22828458.07019108,5894738696587699511,True,Male
1698, Matthew Wensing,https://www.crunchbase.com/person/matthew-wensing,22700000.0,3586651358108277642,True,Male
1699, Brad Wiemerslage,https://www.crunchbase.com/person/brad-wiemerslage,22700000.0,789125716844783005,True,Male
1700, Adrian Rego,https://www.crunchbase.com/person/adrian-rego,22700000.0,8653618347635317172,True,Male
1701, John R. Plavan Jr.,https://www.crunchbase.com/person/john-r-plavan-jr-,22700000.0,3529863742226722243,True,Male
1702, Stephen Bennett,https://www.crunchbase.com/person/stephen-bennett-3,22700000.0,7938284639285876451,True,Male
1703," Brandon Sweeney, Ph.D.",https://www.crunchbase.com/person/brandon-sweeney,22684725.40045767,1461806528586675274,True,Male
1704, Terry MacNeish,https://www.crunchbase.com/person/terry-macneish,22684725.40045767,157940485333172882,True,Male
1705, Ryan Vano,https://www.crunchbase.com/person/ryan-vano,22684725.40045767,5816769902454091795,True,Male
1706, Lars Uffhausen,https://www.crunchbase.com/person/lars-uffhausen,22684725.40045767,3722616628275243117,True,Male
1707, Gregory Ojeda,https://www.crunchbase.com/person/gregory-ojeda,22684725.40045767,4978048396117403940,True,Male
1708," Elisa Teipel, Ph.D.",https://www.crunchbase.com/person/elisa-teipel,22684725.40045767,7717022657360749784,True,Female
1709," Blake Teipel, Ph.D.",https://www.crunchbase.com/person/blake-teipel,22684725.40045767,8635135856513304872,True,Male
1710, Erik Gjovik,https://www.crunchbase.com/person/erik-gjovik,22684725.40045767,1652707355746827554,True,Male
1711, Tyler Autera,https://www.crunchbase.com/person/tyler-autera,22639521.10734191,843055727925609160,True,Male
1712, Brian Lannon,https://www.crunchbase.com/person/brian-lannon,22639521.10734191,1043417474507768430,True,Male
1713, Terry Ngo,https://www.crunchbase.com/person/terry-ngo-2,22638165.066526555,44654584338371082,True,Male
1715, Seung Baek Yi,https://www.crunchbase.com/person/seung-baek-yi,22638165.066526555,1548528157981303562,True,Male
1716, Erick Kurniawan,https://www.crunchbase.com/person/erick-kurniawan-2,22638165.066526555,1492649236114502688,True,Male
1717,Andre Iguodala,https://www.crunchbase.com/person/andre-iguodala,22593551.25847672,5210342906544247416,True,Male
1718, CJ MacDonald,https://www.crunchbase.com/person/cj-macdonald,22593551.25847672,1484210433217209740,True,Male
1719, Alexey Kalinichenko,https://www.crunchbase.com/person/alexey-kalinichenko,22593551.25847672,6704420973303087856,True,Male
1721, Stephen Kaldor,https://www.crunchbase.com/person/stephen-kaldor-c745,22584978.40715877,6788052452711240433,True,Male
1722, Eric A Murphy,https://www.crunchbase.com/person/eric-a-murphy,22584978.40715877,4961921959070654120,True,Male
1723, Idit Levine,https://www.crunchbase.com/person/idit-levine,22523219.48151716,8471420581386784876,True,Female
1724, Eddie Sullivan,https://www.crunchbase.com/person/eddie-sullivan,22523219.48151716,604871073068869179,True,Male
1725, Jason Meltzer,https://www.crunchbase.com/person/jason-meltzer-3,22523219.48151716,5724976568213708551,True,Male
1726, Patrick Kann,https://www.crunchbase.com/person/patrick-kann,22523219.48151716,5114982801077971382,True,Male
1727, Edward Hamilton,https://www.crunchbase.com/person/edward-hamilton,22523219.48151716,470780730564891501,True,Male
1728, Peter Diamandis,https://www.crunchbase.com/person/peter-diamandis,22484246.281672906,1025153845694641325,True,Male
1729, Ang Cui,https://www.crunchbase.com/person/ang-cui,22482319.41439896,1985560780706902273,True,Male
1731, Eric Feldman,https://www.crunchbase.com/person/eric-feldman,22455646.87347464,7004228293175037058,True,Male
1732, Maja Matarić,https://www.crunchbase.com/person/maja-matari%C4%87,22455646.87347464,8857227281387990566,True,Female
1733, Paolo Pirjanian,https://www.crunchbase.com/person/paolo-pirjanian,22455646.87347464,6711403442813677888,True,Male
1734, Jodok Batlogg,https://www.crunchbase.com/person/jodok-batlogg,22455646.87347464,515918382150643128,True,Male
1735, Ryan Breslow,https://www.crunchbase.com/person/ryan-breslow,22455646.87347464,1654090064168050470,True,Male
1736, Christian Lutz,https://www.crunchbase.com/person/christian-lutz,22455646.87347464,6558985886106205624,True,Male
1737, Diego Zimet,https://www.crunchbase.com/person/diego-zimet,22454132.04447513,6082096438759389629,True,Male
1738, Michael Steinmetz,https://www.crunchbase.com/person/michael-steinmetz-2,22454132.04447513,2564259602516591579,True,Male
1739, Or Hiltch,https://www.crunchbase.com/person/or-hiltch,22454132.04447513,4351643008790885690,True,Male
1740, Adam Steinberg,https://www.crunchbase.com/person/adam-steinberg-4,22454132.04447513,6431240945305582976,True,Male
1741, John Levy,https://www.crunchbase.com/person/john-levy-2,22400000.0,42728508408820062,True,Male
1742, Matthew Hutchings,https://www.crunchbase.com/person/matthew-hutchings-9bd1,22400000.0,4018242536523811219,True,Male
1743, Oleg Mukhanov,https://www.crunchbase.com/person/oleg-mukhanov-aa3e,22400000.0,5822379051458201844,True,Male
1744, Edwin Olson,https://www.crunchbase.com/person/edwin-olson,22385732.822736334,2843688096161013796,True,Male
1745, Steve Vozar,https://www.crunchbase.com/person/steve-vozar,22385732.822736334,7210770466909728553,True,Male
1746, Alisyn Malek,https://www.crunchbase.com/person/alisyn-malek,22385732.822736334,5177203894512745536,True,Female
1747, Gabe Kwong,https://www.crunchbase.com/person/gabe-kwong,22376083.990746785,508346992208260677,True,Male
1748, Sangeeta Bhatia,https://www.crunchbase.com/person/sangeeta-bhatia,22376083.990746785,5782604075235184904,True,Female
1749, Jeff Schvey,https://www.crunchbase.com/person/jeff-schvey,22372212.465621803,8122579148962020489,True,Male
1750, Greg Schvey,https://www.crunchbase.com/person/greg-schvey,22372212.465621803,1795329971610654403,True,Male
1751, Ameet Talwalkar,https://www.crunchbase.com/person/ameet-talwalkar,22260155.30955697,718563613480867368,True,Male
1752, Neil Conway,https://www.crunchbase.com/person/neil-conway,22260155.30955697,6178334381372136639,True,Male
1753, Evan Sparks,https://www.crunchbase.com/person/evan-sparks,22260155.30955697,1682830377333511998,True,Male
1754, Orahn Preiss Bloom,https://www.crunchbase.com/person/orahn-preiss-bloom,22260155.30955697,8169761788003561412,True,Male
1755, Glenn C. Hazard,https://www.crunchbase.com/person/glenn-c-hazard,22242588.711039007,3963551696135831677,True,Male
1756, Sanjeev Saxena,https://www.crunchbase.com/person/sanjeev-saxena-2,22242588.711039007,140801923510308586,True,Male
1758, Michael London,https://www.crunchbase.com/person/michael-london-2,22172830.383862272,3366983558303573265,True,Male
1759, Shailu Tipparaju,https://www.crunchbase.com/person/shailu-tipparaju-2,22172830.383862272,6490697264076739845,True,Male
1760, Gary Hoberman,https://www.crunchbase.com/person/gary-hoberman,22142908.572949115,2490301844009583670,True,Male
1761, Nitesh Goel,https://www.crunchbase.com/person/nitesh-goel,22142908.572949115,3494983418975825225,True,Male
1762,John Danner,https://www.crunchbase.com/person/jwdanner,22142908.572949115,3620209620892977712,True,Male
1763, Cory Watilo,https://www.crunchbase.com/person/cory-watilo,22142908.572949115,1243224625780493860,True,Male
1764, Pranav Piyush,https://www.crunchbase.com/person/pranav-piyush,22142908.572949115,2415223459444749571,True,Male
1765,Dave Lerner,https://www.crunchbase.com/person/dave-lerner,22142908.572949115,3709139244649023541,True,Male
1766, Guy Marion,https://www.crunchbase.com/person/guy-marion,22142908.572949115,3057839238823103092,True,Male
1767, Charles Yeh,https://www.crunchbase.com/person/charles-yeh,22107022.166673966,6254644980326604431,True,Male
1768, Rick Song,https://www.crunchbase.com/person/rick-song-61b9,22107022.166673966,3452656684489120345,True,Male
1769, Daniel Sokolovsky,https://www.crunchbase.com/person/daniel-sokolovsky,22095871.79607329,5421695520587416964,True,Male
1770, Peter Wysinski,https://www.crunchbase.com/person/peter-wysinski,22095871.79607329,5743965437952376882,True,Male
1771, Kristin Wuhrman,https://www.crunchbase.com/person/kristin-wuhrman,22095871.79607329,2790774974817673107,True,Female
1772, Ron Shigeta,https://www.crunchbase.com/person/ron-shigeta,22095871.79607329,8911316154112290263,True,Male
1773, Abril Estrada,https://www.crunchbase.com/person/abril-estrada,22095871.79607329,3422280273406760236,True,Female
1774, Jitendra Vaidya,https://www.crunchbase.com/person/jitendra-vaidya,22095871.79607329,3183613246903862153,True,Male
1775, Sugu Sougoumarane,https://www.crunchbase.com/person/sugu-sougoumarane,22095871.79607329,3590200713565203195,True,Male
1776, Lindsay Kaplan,https://www.crunchbase.com/person/lindsay-kaplan,22091472.34162168,7493701251258055563,True,Female
1777, Charlotte Beard,https://www.crunchbase.com/person/charlotte-beard,22091472.34162168,2261537391143282051,True,Female
1778, Carolyn Childers,https://www.crunchbase.com/person/carolyn-childers,22091472.34162168,3486974424499176832,True,Female
1779, Woon Ho Jung,https://www.crunchbase.com/person/woon-ho-jung,22055737.88383134,1649743942317810824,True,Male
1780, Poojan Kumar,https://www.crunchbase.com/person/poojan-kumar,22055737.88383134,1060926201171855549,True,Male
1781,Tim Davis,https://www.crunchbase.com/person/timothy-davis,22055737.88383134,3532610535993098939,True,Male
1782, Aaron Hirschhorn,https://www.crunchbase.com/person/aaron-hirschhorn,22055737.88383134,1962239189078925045,True,Male
1783, Kaustubh Patil,https://www.crunchbase.com/person/kaustubh-patil,22055737.88383134,7285758960570422690,True,Male
1784, Shaan Gandhi,https://www.crunchbase.com/person/shaan-gandhi,22054620.35849726,5256174075256441561,True,Male
1785, John L. Flavin,https://www.crunchbase.com/person/john-l-flavin,22054620.35849726,1699185299342509355,True,Male
1786, Ken Sunshine,https://www.crunchbase.com/person/ken-sunshine,22050450.08266825,2742229294379857068,True,Male
1787, Brent Lim Tze Hao,https://www.crunchbase.com/person/brent-lim-tze-hao,22050450.08266825,6604029967619928038,True,Male
1788, Shaun Coleman,https://www.crunchbase.com/person/shaun-coleman,22050450.08266825,4191058678269875262,True,Male
1789, Eric Besnard,https://www.crunchbase.com/person/eric-besnard,22050450.08266825,4146382739827087548,True,Male
1790, Jim Cantrell,https://www.crunchbase.com/person/jim-cantrell,22050450.08266825,5762969212058396841,True,Male
1791, John Garvey,https://www.crunchbase.com/person/john-garvey,22050450.08266825,790505636669374757,True,Male
1792, Jerene Yang,https://www.crunchbase.com/person/jerene-yang,22050450.08266825,370806682702859425,True,Female
1793, Rebecca Ye,https://www.crunchbase.com/person/rebecca-ye,22050450.08266825,847980220036254395,True,Female
1794, Vikram Joshi,https://www.crunchbase.com/person/vikram-joshi,22050450.08266825,6069035824614806624,True,Male
1795, Matt Alexander,https://www.crunchbase.com/person/matt-alexander,22038471.874403626,3816589823924281964,True,Male
1796, Mark Masinter,https://www.crunchbase.com/person/mark-masinter,22038471.874403626,5594156412224824126,True,Male
1797, Nick Bowden,https://www.crunchbase.com/person/nick-bowden,22038471.874403626,1091495141452371868,True,Male
1798, Wojciech Biela,https://www.crunchbase.com/person/wojciech-biela-7c9c,22000000.0,6475708356133000772,True,Male
1799,Rikard Steiber,https://www.crunchbase.com/person/rikard-steiber,22000000.0,7867496039992763732,True,Male
1800, Nitesh Gandhi,https://www.crunchbase.com/person/nitesh-gandhi,22000000.0,6475634310877630084,True,Male
1801, Shawn Gray,https://www.crunchbase.com/person/shawn-gray,22000000.0,1143352755815726232,True,Male
1802, Anu Sudarsan,https://www.crunchbase.com/person/anu-sudarsan,22000000.0,1357828838781270216,True,Female
1803, Karol Sobczak,https://www.crunchbase.com/person/karol-sobczak,22000000.0,2033898921782302898,True,Male
1804, James Avery,https://www.crunchbase.com/person/james-avery,22000000.0,8726436363096526899,True,Male
1805, Raj Patel,https://www.crunchbase.com/person/raj-patel-6807,22000000.0,1489671779065184733,True,Male
1806, Xi Chen,https://www.crunchbase.com/person/xi-chen-f36b,22000000.0,3583479701714141941,True,Male
1807, Adam Chekroud,https://www.crunchbase.com/person/adam-chekroud,22000000.0,6030334415078288499,True,Male
1808, Helene Bazin-Lee,https://www.crunchbase.com/person/helene-bazin-lee,22000000.0,6568961319711445649,True,Female
1809, Robert Fenton,https://www.crunchbase.com/person/robert-fenton-3,22000000.0,405277842718572077,True,Male
1810, Alex Capecelatro,https://www.crunchbase.com/person/alex-capecelatro,22000000.0,7201627676589881446,True,Male
1811, Chan Kyu Lee,https://www.crunchbase.com/person/chan-kyu-lee,22000000.0,6075539088659916547,True,Male
1812, Eric Balkanski,https://www.crunchbase.com/person/eric-balkanski,22000000.0,8984691772843961742,True,Male
1813, Yaron Singer,https://www.crunchbase.com/person/yaron-singer,22000000.0,1393960419828517068,True,Male
1814, Niklas Lindstrom,https://www.crunchbase.com/person/niklas-lindstrom,22000000.0,3711212939019305915,True,Male
1815, Cheryl Cui,https://www.crunchbase.com/person/cheryl-cui,22000000.0,8977879884469446826,True,Female
1817, Tim Gill,https://www.crunchbase.com/person/tim-gill-2,22000000.0,5018400400786676613,True,Male
1818, Sean Stavropoulos,https://www.crunchbase.com/person/sean-stavropoulos,22000000.0,1781599805355391394,True,Male
1819, Vedat Eyuboglu,https://www.crunchbase.com/person/vedat-eyuboglu,22000000.0,6452282617421601838,True,Male
1820, Kearnon O'Molony,https://www.crunchbase.com/person/kearnon-o-molony,22000000.0,8376626194499548811,True,Male
1821, Kojin Oshiba,https://www.crunchbase.com/person/kojin-oshiba,22000000.0,2632517402712591751,True,Male
1822, Srini Vadlamani,https://www.crunchbase.com/person/srini-vadlamani,22000000.0,1685913837056077085,True,Male
1823, Nir Peleg,https://www.crunchbase.com/person/nir-peleg,22000000.0,7136143019292176044,True,Male
1824, Justin Borgman,https://www.crunchbase.com/person/justin-borgman,22000000.0,63497328429350033,True,Male
1825, Yinquing Li,https://www.crunchbase.com/person/yinquing-li,22000000.0,5188658470065127726,True,Male
1826, David Hallac,https://www.crunchbase.com/person/david-hallac,22000000.0,5551136967179669250,True,Male
1827, Kendal Ryter,https://www.crunchbase.com/person/kendal-ryter,22000000.0,549380949488443310,True,Male
1828, Rick Seger,https://www.crunchbase.com/person/rick-seger,22000000.0,5944448735352660631,True,Male
1829, Christopher Kirchner,https://www.crunchbase.com/person/christopher-kirchner,22000000.0,8238956977954594379,True,Male
1830, Brian Fahey,https://www.crunchbase.com/person/brian-fahey-d864,22000000.0,3637644342809702461,True,Male
1831, Matthew Gonda,https://www.crunchbase.com/person/matthew-gonda,22000000.0,8720750745524974735,True,Male
1832, Amit Mor,https://www.crunchbase.com/person/amit-mor,22000000.0,5518055433829837337,True,Male
1834, Abby Morgan,https://www.crunchbase.com/person/abby-morgan,22000000.0,856196236331617605,True,Female
1835, Alexander Rilee,https://www.crunchbase.com/person/alexander-rilee,22000000.0,5763362079027836828,True,Male
1836, Andrew Eye,https://www.crunchbase.com/person/andrew-eye-2,22000000.0,6176102392786774435,True,Male
