,Foundername,ProfileURL,Inflation adjusted Amount,UID,image,gender
0, Robert Nelsen,https://www.crunchbase.com/person/robert-t-nelsen,767324994.2493634,6806685477691779243,True,Male
1, Steve Harr,https://www.crunchbase.com/person/steve-harr,700000000.0,3913211127155952344,True,Male
2, Noubar Afeyan,https://www.crunchbase.com/person/noubar-afeyan,700000000.0,6164919262500055633,True,Male
3, Hans Bishop,https://www.crunchbase.com/person/hans-bishop,700000000.0,6115182595565940268,True,Male
4, Mihir Shukla,https://www.crunchbase.com/person/mihir-shukla,561314425.3601651,9146463270169778525,True,Male
5, Neeti Mehta,https://www.crunchbase.com/person/neeti-mehta,561314425.3601651,1819496677112889008,True,Female
6, Ankur Kothari,https://www.crunchbase.com/person/ankur-kothari-2,561314425.3601651,7287431987738813010,True,Male
8, Joshua Kazam,https://www.crunchbase.com/person/joshua-a-kazam,527980042.43700665,930322174823135632,True,Male
9, John Stauffer,https://www.crunchbase.com/person/john-stauffer-0330,500000000.0,3996821499069523401,True,Male
10, Brian Cristol,https://www.crunchbase.com/person/brian-cristol,500000000.0,4731009238701896302,True,Male
11, Bill Driegert,https://www.crunchbase.com/person/bill-driegert,500000000.0,4178768808069125688,True,Male
12, Charlie Bergevin,https://www.crunchbase.com/person/charlie-bergevin,500000000.0,6824228202329111992,True,Male
13, David Chang,https://www.crunchbase.com/person/david-s-chang,422719354.3623607,6151438343366623123,True,Male
14, Brian Barlow,https://www.crunchbase.com/person/brian-barlow,400000000.0,1865747161050631548,True,Male
15, Jonathan Winer,https://www.crunchbase.com/person/jonathan-winer-8699,400000000.0,7027620775314419417,True,Male
16, Jesse Levinson,https://www.crunchbase.com/person/jesse-levinson-ph-d,319293237.52059704,1281544340321250670,True,Male
17, Tim Kentley Klay,https://www.crunchbase.com/person/kentley-klay,319293237.52059704,8235497622230964967,True,Male
18, Mario Medved,https://www.crunchbase.com/person/mario-medved,301948753.26748794,1597597258135095972,True,Male
19, David Hung,https://www.crunchbase.com/person/david-hung-2,274852533.16546595,2660330115527148240,True,Male
21, J. Keith Joung,https://www.crunchbase.com/person/j-keith-joung,236465115.16055423,8419921031177521725,True,Male
22, Shaival Shah,https://www.crunchbase.com/person/shaival-shah,229896334.97423652,7701374342476235508,True,Male
23, Jian Wei Gan,https://www.crunchbase.com/person/jian-wei-gan,229896334.97423652,2073796157022954211,True,Male
24, Patrick Baeuerle,https://www.crunchbase.com/person/patrick-baeuerle,224071003.23039696,7226728555220472547,True,Male
25, Tiancheng Lou,https://www.crunchbase.com/person/tiancheng-lou,220326300.98944703,4546684667248488534,True,Male
26, James Peng,https://www.crunchbase.com/person/james-peng-904d,220326300.98944703,9068032184722929801,True,Male
27, Mitchell Finer,https://www.crunchbase.com/person/mitchell-h-finer,211581144.44888687,996772896480882432,True,Male
28, Jason Kelly,https://www.crunchbase.com/person/jason-kelly-2,207276228.9735446,6228312414397481462,True,Male
29, David Brunel,https://www.crunchbase.com/person/david-brunel,202000000.0,2699594155280001461,True,Male
31, Kabir Barday,https://www.crunchbase.com/person/kabir-barday,200496548.71361145,5978048625373175825,True,Male
32, Sasha Orloff,https://www.crunchbase.com/person/sasha-orloff,200349744.31276023,5995935733546297424,True,Male
33, Shane Holdaway,https://www.crunchbase.com/person/shane-holdaway,200349744.31276023,6039247950277395213,True,Male
35, Sandra Horning,https://www.crunchbase.com/person/sandra-j-horning,200000000.0,7886697974124552546,True,Female
36, Robert Mumgaard,https://www.crunchbase.com/person/robert-mumgaard,199478150.87665883,1390633576244237286,True,Male
37, Martin Greenwald,https://www.crunchbase.com/person/martin-greenwald,199478150.87665883,3784954858930251150,True,Male
38, Charles Homcy,https://www.crunchbase.com/person/charles-homcy,194348862.2337564,1793911168214512379,True,Male
39, Ryan Carter,https://www.crunchbase.com/person/ryan-carter,192402546.6695481,2083662909880780135,True,Male
40, Lance Crosby,https://www.crunchbase.com/person/lance-crosby,192402546.6695481,3285985077659315403,True,Male
41, Jason Gulledge,https://www.crunchbase.com/person/jason-gulledge,192402546.6695481,3949596573628994144,True,Male
42, Mike Blandina,https://www.crunchbase.com/person/mike-blandina,186840343.4262219,2879677765931376166,True,Male
43, Kelly L. Loeffler,https://www.crunchbase.com/person/kelly-l-loeffler,186840343.4262219,9072243917172990835,True,Female
44, Adam White,https://www.crunchbase.com/person/adam-white-sf,186840343.4262219,2161943728084183637,True,Male
45, Sebastian Rymarz,https://www.crunchbase.com/person/sebastian-rymarz,183164102.23855132,4372108573120016843,True,Male
46, Adam R. Gerchen,https://www.crunchbase.com/person/adam-r-gerchen,183164102.23855132,7428750284335423210,True,Male
47, Amar Hanspal,https://www.crunchbase.com/person/amar-hanspal,182059956.10653067,6520555015950119540,True,Male
48, Christoph Lengauer,https://www.crunchbase.com/person/christoph-lengauer,176931336.02219674,1324250829921391001,True,Male
49, Niall O'Donnell,https://www.crunchbase.com/person/niall-odonnell,172679424.0238911,4000932057285353983,True,Male
50, Feng Zhang,https://www.crunchbase.com/person/feng-zhang,162291888.85727626,3937965983085106572,True,Male
51, Doug Dohring,https://www.crunchbase.com/person/doug-dohring,160601759.15480646,2641129058827629122,True,Male
52, Alana Ackerson,https://www.crunchbase.com/person/alana-aldag-ackerson,154300500.88541946,8330255665975903168,True,Female
53, Michael Cagney,https://www.crunchbase.com/person/michael-cagney,154300500.88541946,4324967254769242366,True,Male
54, Cynthia Chen,https://www.crunchbase.com/person/cynthia-chen-3,154300500.88541946,9207064913483762106,True,Female
56, June Ou,https://www.crunchbase.com/person/june-ou,154300500.88541946,7967779685993897231,True,Female
57, Jianxiong Xiao,https://www.crunchbase.com/person/jianxiong-xiao,153355154.5659835,199286121867590196,True,Male
58, Thomas Glocer,https://www.crunchbase.com/person/tom-glocer,151564583.07981765,1532939302145783471,True,Male
59, Vikas Sinha,https://www.crunchbase.com/person/vikas-sinha,150653671.33686334,8496300998514582892,True,Male
60, David Hallal,https://www.crunchbase.com/person/david-hallal,150653671.33686334,4153989771032755124,True,Male
61, Nessan Bermingham,https://www.crunchbase.com/person/nessan-bermingham,150500000.0,6675989956728487322,True,Male
62, Frank Fan,https://www.crunchbase.com/person/frank-fan-89f4,150450000.0,864486719183724515,True,Male
63, David DiPiero,https://www.crunchbase.com/person/david-dipiero,145892820.24479482,2752601599624565694,True,Male
64, Lawrence Blatt,https://www.crunchbase.com/person/lawrence-blatt,143200603.54948422,1373504698759114586,True,Male
65, Jacob Bates,https://www.crunchbase.com/person/jacob-bates,142253396.61236137,4938522444180857099,True,Male
66, James Riley,https://www.crunchbase.com/person/james-riley-2,139699200.76266208,8719918997456228289,True,Male
67, Yangbing Zhao,https://www.crunchbase.com/person/yangbing-zhao,139699200.76266208,6147607507007785246,True,Male
69, Carl June,https://www.crunchbase.com/person/carl-june,139699200.76266208,1668496096328928152,True,Male
70, Bruce Blazar,https://www.crunchbase.com/person/bruce-blazar,139699200.76266208,1571073873000084643,True,Male
71, Bruce Levine,https://www.crunchbase.com/person/bruce-levine,139699200.76266208,5463197127508797760,True,Male
72, Gary Glick,https://www.crunchbase.com/person/gary-glick,136813681.96566233,3377080505656453162,True,Male
73, Nathanael Gray,https://www.crunchbase.com/person/nathanael-gray,131363723.85149167,6608943131927415240,True,Male
74, Jim Rosenthal,https://www.crunchbase.com/person/jim-rosenthal,130951168.74865083,7624847091452218730,True,Male
75, Matthew Jacobson,https://www.crunchbase.com/person/matthew-p-jacobson,125317726.65953252,3459230206276946731,True,Male
76, David Hansen,https://www.crunchbase.com/person/david-hansen-6,123000000.0,7924666406333595042,True,Male
77, Adam Rogas,https://www.crunchbase.com/person/adam-rogas,123000000.0,6462790465522028341,True,Male
78, Eric Kay,https://www.crunchbase.com/person/eric-kay-2,123000000.0,6019595927940447659,True,Male
79, Paul Korol,https://www.crunchbase.com/person/paul-korol,123000000.0,220035190797680357,True,Male
80, Phil Vizzaccaro,https://www.crunchbase.com/person/phil-vizzaccaro,123000000.0,2119616872295912415,True,Male
81, Sean Clauretie,https://www.crunchbase.com/person/sean-clauretie,123000000.0,7881589211648556874,True,Male
84, Anthony Philippakis,https://www.crunchbase.com/person/anthony-philippakis,121754931.82137673,4012350399853531928,True,Male
85, Sekar Kathiresan,https://www.crunchbase.com/person/sekar-kathiresan,121754931.82137673,7679017163257953276,True,Male
86, Burt Adelman,https://www.crunchbase.com/person/burt-adelman,121754931.82137673,1583565937741869065,True,Male
87, Barry Ticho,https://www.crunchbase.com/person/barry-ticho,121754931.82137673,3563800958908521977,True,Male
88, Issi Rozen,https://www.crunchbase.com/person/issi-rozen,121754931.82137673,7630287777720573890,True,Male
89, Kiran Musunuru,https://www.crunchbase.com/person/kiran-musunuru,121754931.82137673,7847712969454901483,True,Male
90, Jonathan McIntyre,https://www.crunchbase.com/person/jonathan-mcintyre,119147670.26598328,8796260297594188925,True,Male
91, Steven Jungles,https://www.crunchbase.com/person/steven-jungles,118931351.15965876,8167171418616688873,True,Male
92, Axel Bolte,https://www.crunchbase.com/person/axel-bolte-88d0,118931351.15965876,2458122669597813303,True,Male
93, Eric Yuen,https://www.crunchbase.com/person/eric-yuen,118931351.15965876,1555143222604279044,True,Male
95, Max Hodak,https://www.crunchbase.com/person/max-hodak,112094200.44884512,1611549376542227848,True,Male
96, Elon Musk,https://www.crunchbase.com/person/elon-musk,112094200.44884512,6583137525501482110,True,Male
97, Jonathan Lim,https://www.crunchbase.com/person/jonathan-lim,111740169.54574102,6299636700168744445,True,Male
98, Nickolas Papadopoulos,https://www.crunchbase.com/person/nickolas-papadopoulos,110479358.98036644,8898743284316933359,True,Male
99, Bert Vogelstein,https://www.crunchbase.com/person/bert-vogelstein,110479358.98036644,9173572686640743988,True,Male
100, Kenneth Kinzler,https://www.crunchbase.com/person/kenneth-kinzler,110479358.98036644,8350822532622949720,True,Male
101, Isaac Kinde,https://www.crunchbase.com/person/isaac-kinde,110479358.98036644,2495329553849766607,True,Male
102, Marc Cohen,https://www.crunchbase.com/person/marc-a-cohen,109252494.55503218,7928892759708869587,True,Male
103, Alex Aravanis,https://www.crunchbase.com/person/alex-aravanis,108565061.03429066,8243873219703559202,True,Male
104, Jeff Huber,https://www.crunchbase.com/person/jeffrey-huber,108565061.03429066,123545944069740533,True,Male
108, Lara S. Sullivan,https://www.crunchbase.com/person/lara-s-sullivan,107335432.03724188,9094108237509058459,True,Female
109, Bill Huang,https://www.crunchbase.com/person/bill-huang,105584906.58982034,9053383984971959173,True,Male
110, Robert Zhang,https://www.crunchbase.com/person/robert-zhang-2,105584906.58982034,9036800872555934488,True,Male
111, Christopher Wilfong,https://www.crunchbase.com/person/christopher-wilfong,105260688.074646,4329825598453375425,True,Male
112, Angela Koehler,https://www.crunchbase.com/person/angela-koehler,105260688.074646,1905298683866114094,True,Female
113, Sheila Gujrathi,https://www.crunchbase.com/person/sheila-gujrathi,103768553.2967277,1247640279694844773,True,Female
115, Faheem Hasnain,https://www.crunchbase.com/person/faheem-hasnain,103768553.2967277,4558449339460759705,True,Male
116, Thomas Schuetz,https://www.crunchbase.com/person/thomas-j-schuetz,103279530.98955978,9088552961072692029,True,Male
117, Errik Anderson,https://www.crunchbase.com/person/errik-anderson,103279530.98955978,2122394757412816352,True,Male
118, Benjamin Cravatt,https://www.crunchbase.com/person/benjamin-cravatt,103041091.69606856,8770378266043239597,True,Male
119, Daphne Koller,https://www.crunchbase.com/person/daphne-koller,100649584.42249599,5968828770609994254,True,Female
120, Romesh Subramanian,https://www.crunchbase.com/person/romesh-subramanian,100649584.42249599,3975010901204281671,True,Male
121, Suzanne Ildstad,https://www.crunchbase.com/person/suzanne-ildstad,100649584.42249599,3273869567414282866,True,Female
122, Duke Rohlen,https://www.crunchbase.com/person/duke-rohlen,100621234.64517646,7204845116864138795,True,Male
123, David Berry,https://www.crunchbase.com/person/david-berry,100248274.35680573,1626855547459490628,True,Male
124, Yoav Toussia-Cohen,https://www.crunchbase.com/person/yoav-toussia-cohen,99946375.69653308,1155828524166925154,True,Male
126, Jonathan Webb,https://www.crunchbase.com/person/jonathan-webb,97422707.46450496,7295467996127571380,True,Male
127, Sean Da,https://www.crunchbase.com/person/sean-da,96113000.2615747,4997862332354896218,True,Male
128, Jiajun Zhu,https://www.crunchbase.com/person/jiajun-zhu,95467069.03298949,7218835817289981853,True,Male
129, Dave Ferguson,https://www.crunchbase.com/person/dave-ferguson-3,95467069.03298949,5734725133338402678,True,Male
130, Kenneth Greenberg,https://www.crunchbase.com/person/kenneth-greenberg,95286415.2723078,2405519811116945707,True,Male
131, Aleks Radovic-Moreno,https://www.crunchbase.com/person/aleks-radovic-moreno,94736399.02522393,8860355039689677704,True,Male
132, Braden Thomas,https://www.crunchbase.com/person/braden-thomas,94000000.0,1286798248180206907,True,Male
133, Justin Fisher,https://www.crunchbase.com/person/justin-fisher-2408,94000000.0,9013398092710275762,True,Male
134, David Miles,https://www.crunchbase.com/person/david-miles-390b,94000000.0,2571163659648937176,True,Male
135, Sean Larson,https://www.crunchbase.com/person/sean-larson,94000000.0,3339050057401073886,True,Male
136, Lea Hachigian,https://www.crunchbase.com/person/lea-hachigian,93551778.05380394,2690350036977081979,True,Female
137, Sterling Anderson,https://www.crunchbase.com/person/sterling-anderson,92970107.35327785,1133513250546484488,True,Male
138, J. Andrew Bagnell,https://www.crunchbase.com/person/j-andrew-bagnell,92970107.35327785,6550949173170188353,True,Male
139, Chris Urmson,https://www.crunchbase.com/person/chris-urmson,92970107.35327785,8808252415149873115,True,Male
141, Andrew Fraley,https://www.crunchbase.com/person/andrew-fraley,91500000.0,1606780275631788912,True,Male
142, Steve Zhao,https://www.crunchbase.com/person/steve-zhao,91472947.1231076,7349760400362084103,True,Male
143, Dave Wilkes,https://www.crunchbase.com/person/dave-wilkes,89718248.85191923,7441431822669623073,True,Male
144, Rob Schutz,https://www.crunchbase.com/person/rob-schutz,89662468.95289557,6771127283398382970,True,Male
145, Saman Rahmanian,https://www.crunchbase.com/person/saman-rahmanian,89662468.95289557,3726398595133887991,True,Male
146, Zachariah Reitano,https://www.crunchbase.com/person/zachariah-reitano,89662468.95289557,8887147290358549622,True,Male
147, John Evans,https://www.crunchbase.com/person/john-evans-7be6,88943415.42521903,4356433180694284168,True,Male
148, David R. Liu,https://www.crunchbase.com/person/david-r-liu,88943415.42521903,2617083016924945773,True,Male
149, Sashi Narahari,https://www.crunchbase.com/person/sashi-narahari,88855328.79663569,5491072042517134388,True,Male
150, John Casey,https://www.crunchbase.com/person/john-casey-7,88000000.0,1527927837063782195,True,Male
151, Joshua Viner,https://www.crunchbase.com/person/joshua-viner,87781063.51569599,2133428310231884337,True,Male
152, Chris Stavlas,https://www.crunchbase.com/person/chris-stavlas,87781063.51569599,2690004719480988862,True,Male
153, Jonathan Viner,https://www.crunchbase.com/person/jonathan-viner,87781063.51569599,2635600441769733220,True,Male
154, Mark Yu,https://www.crunchbase.com/person/mark-yu-34ac,86898739.20854732,1907689404837772915,True,Male
155, Flora Fang,https://www.crunchbase.com/person/flora-fang,86898739.20854732,624570829291640085,True,Female
156, Robert John Sheehy,https://www.crunchbase.com/person/robert-john-sheehy,86000810.83001411,3835450758884667611,True,Male
157, Tom Valdivia,https://www.crunchbase.com/person/tom-valdivia,86000810.83001411,3077036889803595636,True,Male
158, Kyle Rolfing,https://www.crunchbase.com/person/kyle-rolfing,86000810.83001411,4963180297452463039,True,Male
160, Timur Yusufzai,https://www.crunchbase.com/person/timur-yusufzai,86000000.0,3501969208633985170,True,Male
163, Sundeep Dugar,https://www.crunchbase.com/person/sundeep-dugar-fbf5,85000000.0,4913850406273362756,True,Male
164, Sean Parker,https://www.crunchbase.com/person/sean-parker,84954419.34205313,4757185563026861993,True,Male
165, KUN ZHANG,https://www.crunchbase.com/person/kun-zhang,83198687.49607256,4531887780145600927,True,Male
166, RUI LIU,https://www.crunchbase.com/person/rui-liu,83198687.49607256,4091792375358476490,True,Female
167, QIANG LIU,https://www.crunchbase.com/person/qiang-liu,83198687.49607256,7553041750309086830,True,Male
168, JOHNY ZHANG,https://www.crunchbase.com/person/johny-zhang,83198687.49607256,4630572819691415389,True,Male
169, YUAN GAO,https://www.crunchbase.com/person/yuan-gao-3,83198687.49607256,117705657914127236,True,Male
170, James McArthur,https://www.crunchbase.com/person/james-mcarthur,83173534.62897313,839102291322814465,True,Male
172, Katie Echevarria Rosen Kitchens,https://www.crunchbase.com/person/katie-echevarria-rosen-kitchens,81746758.19984746,2870462386656523934,True,Female
173, Michael Broukhim,https://www.crunchbase.com/person/michael-broukhim,81746758.19984746,2140780085371902219,True,Male
174, Sam Teller,https://www.crunchbase.com/person/sam-teller,81746758.19984746,2393221113597036868,True,Male
175, Daniel Broukhim,https://www.crunchbase.com/person/daniel-broukhim,81746758.19984746,1556766351941161086,True,Male
176, Michael Cherkasky,https://www.crunchbase.com/person/michael-cherkasky,81651389.25263685,3130926926257046300,True,Male
177, Mark Chao,https://www.crunchbase.com/person/mark-chao,81356832.87574176,994595233375771914,True,Male
178, Ravi Majeti,https://www.crunchbase.com/person/ravi-majeti,81356832.87574176,23807920618194504,True,Male
179, Irving L. Weissman,https://www.crunchbase.com/person/irving-l-weissman,81356832.87574176,6756865404140941603,True,Male
180, Jens-Peter Volkmer,https://www.crunchbase.com/person/jens-peter-volkmer,81356832.87574176,3783598238574941642,True,Male
181, Piotr Sliz,https://www.crunchbase.com/person/piotr-sliz,81293327.15571147,7766504396106229234,True,Male
182, George Daley,https://www.crunchbase.com/person/george-daley,81293327.15571147,4737560360814494395,True,Male
183, Frank Slack,https://www.crunchbase.com/person/frank-slack,81293327.15571147,6815113165605092167,True,Male
184, Richard Gregory,https://www.crunchbase.com/person/richard-gregory-cf83,81293327.15571147,9007777437744995257,True,Male
185, Jon Urdan,https://www.crunchbase.com/person/jon-urdan,81008012.36289118,8742238077377501815,True,Male
187, PETER SMITH,https://www.crunchbase.com/person/peter-smith-c39a,81000000.0,6857414245516631632,True,Male
188, Geoffrey Chaiken,https://www.crunchbase.com/person/geoffrey-chaiken,80625760.15313822,5885210699440527032,True,Male
189, Matthew Chaiken,https://www.crunchbase.com/person/matthew-chaiken,80625760.15313822,456871690038855326,True,Male
190, Shankar Ramaswamy,https://www.crunchbase.com/person/shankar-ramaswamy-eb14,80500000.0,8629906931212126190,True,Male
191, Roger Jeffs,https://www.crunchbase.com/person/roger-jeffs,80500000.0,1744568712620977016,True,Male
194, Mike Sepso,https://www.crunchbase.com/person/mike-sepso,79957100.55722646,4720812403563802307,True,Male
195, Sundance DiGiovanni,https://www.crunchbase.com/person/sundance-digiovanni,79957100.55722646,3560720650251317416,True,Male
196, Jay Bradner,https://www.crunchbase.com/person/jay-bradner,79252494.55503218,8762700944989110654,True,Male
197, Ken Anderson,https://www.crunchbase.com/person/kenneth-c-anderson,79252494.55503218,502469681136986157,True,Male
199, Fred Yang,https://www.crunchbase.com/person/fred-yang-ffe9,78864100.50551306,2455493998097550240,True,Male
201, Andrew Sellers,https://www.crunchbase.com/person/andrew-sellers,78795143.64444931,5326196182830284141,True,Male
202, Jason Crabtree,https://www.crunchbase.com/person/jason-crabtree-2,78795143.64444931,460928166543254427,True,Male
203, Kunle Olukotun,https://www.crunchbase.com/person/kunle-olukotun,78378872.52836803,942286916514636399,True,Male
204, Tom Farrell,https://www.crunchbase.com/person/tom-farrell-3f25,78000000.0,7569293349823436929,True,Male
205, Asa Abeliovich,https://www.crunchbase.com/person/asa-abeliovich,77300303.74187551,2674484435058887876,True,Male
206, Clay Wilkes,https://www.crunchbase.com/person/clay-wilkes,76958709.28633048,3586558587806078882,True,Male
207, Charles Roberts,https://www.crunchbase.com/person/charles-roberts-9157,75907717.56455892,4472102970822932760,True,Male
208, Michael Otte,https://www.crunchbase.com/person/michael-otte-2,75907717.56455892,237054997909677934,True,Male
209, Gabriel Otte,https://www.crunchbase.com/person/gabriel-otte,75907717.56455892,7163758830236460740,True,Male
210, Riley Ennis,https://www.crunchbase.com/person/riley-ennis,75907717.56455892,6223760532168790251,True,Male
212, Soni Jiandani,https://www.crunchbase.com/person/soni-jiandani,75201133.26113187,2484916290016480916,True,Female
214, John Chambers,https://www.crunchbase.com/person/john-t-chambers,75201133.26113187,2469163077358817851,True,Male
215, Prem Jain,https://www.crunchbase.com/person/prem-jain-2,75201133.26113187,4156282073891630935,True,Male
216, David Steinberg,https://www.crunchbase.com/person/david-steinberg-2,74054620.35849726,8756240868347243278,True,Male
217, Albert Liu,https://www.crunchbase.com/person/albert-liu-ea40,74042965.02281085,7140029165493976875,True,Male
218, Volker Schellenberger,https://www.crunchbase.com/person/volker-schellenberger,73000000.0,6653717953696834486,True,Male
219, Steve Stoute,https://www.crunchbase.com/person/steve-stoute,72990769.00623913,4248939496374164017,True,Male
220, Kristina Salen,https://www.crunchbase.com/person/kristina-salen,72990769.00623913,4633352986327092882,True,Female
221, Rick Klausner,https://www.crunchbase.com/person/rick-klausner,72946410.12239741,3892452846584418815,True,Male
222, Greg Verdine,https://www.crunchbase.com/person/greg-verdine,72946410.12239741,988812384692998799,True,Male
224, Michael Richman,https://www.crunchbase.com/person/michael-richman,72738590.89297472,2419790254066991348,True,Male
225, Thomas Clozel,https://www.crunchbase.com/person/thomas-clozel-2,72679959.54178478,5364476282814493793,True,Male
226, Gilles Wainrib,https://www.crunchbase.com/person/gilles-wainrib,72679959.54178478,8292830050437896410,True,Male
227, Benjamin T Dake,https://www.crunchbase.com/person/benjamin-t-dake,72600000.0,8374364446100046032,True,Male
228, Anthony Miller,https://www.crunchbase.com/person/anthony-miller-4,72187183.78406763,909146645151666164,True,Male
229, Sergie Magdalin,https://www.crunchbase.com/person/sergie-magdalin,72182414.89253893,4087384680730946602,True,Male
230, Bryant Chou,https://www.crunchbase.com/person/bryant-chou,72182414.89253893,1272756425725150600,True,Male
231, Vlad Magdalin,https://www.crunchbase.com/person/vlad-magdalin,72182414.89253893,8137476595455169532,True,Male
232, Benny Silberstein,https://www.crunchbase.com/person/benny-silberstein,72142908.57294911,8951704147217937083,True,Male
233, Boruch Greenberg,https://www.crunchbase.com/person/boruch-greenberg,72142908.57294911,2245086848911287127,True,Male
234, Sachin Nayyar,https://www.crunchbase.com/person/sachin-nayyar,71284252.72606109,7042248382436866623,True,Male
235, Charlie Kroll,https://www.crunchbase.com/person/charlie-kroll,70964339.25827855,657522137454227180,True,Male
236, Sallie Krawcheck,https://www.crunchbase.com/person/sallie-krawcheck,70964339.25827855,2963693057523665601,True,Female
237, Mia Funt,https://www.crunchbase.com/person/mia-funt,70000000.0,1910482743471944671,True,Female
238, Andres Bratt-Leal,https://www.crunchbase.com/person/andres-bratt-leal,70000000.0,4379988243191337520,True,Male
239, Jeanne Loring,https://www.crunchbase.com/person/jeanne-loring-55b0,70000000.0,57165577733376400,True,Male
240, Fred Ramsdell,https://www.crunchbase.com/person/fred-ramsdell,70000000.0,2896330639413261585,True,Male
241, Alexander Rudensky,https://www.crunchbase.com/person/alexander-rudensky,70000000.0,6905523398537031381,True,Male
242, Ron Belldegrun,https://www.crunchbase.com/person/ron-belldegrun,70000000.0,3470103548922299818,True,Male
243, Jeffrey Bluestone,https://www.crunchbase.com/person/jeffrey-bluestone,70000000.0,6426579543589720406,True,Male
244, Qizhi Tang,https://www.crunchbase.com/person/qizhi-tang,70000000.0,7255675439134292562,True,Female
245, Rachel McMinn,https://www.crunchbase.com/person/rachel-mcminn,69701031.74351995,1755515467159217447,True,Female
246, Joseph Moskal,https://www.crunchbase.com/person/joseph-moskal,69594095.63374947,8293242260890390317,True,Male
247, Clifford J Woolf,https://www.crunchbase.com/person/clifford-j-woolf,69175387.79407392,5325391499811562735,True,Male
248, George Church,https://www.crunchbase.com/person/george-church,68966492.35651752,2238285256883369216,True,Male
249, Zhenwu Shi,https://www.crunchbase.com/person/zhenwu-shi,68000000.0,6171916605947607635,True,Male
250, Vicki Sato,https://www.crunchbase.com/person/vicki-l-sato,67324994.24936348,2701367880512771950,True,Female
251, Chris Varma,https://www.crunchbase.com/person/chris-varma-2,67278574.85857509,1680202306515978975,True,Male
252, Aviv Regev,https://www.crunchbase.com/person/aviv-regev,66451977.0418303,7386335536224837143,True,Female
253, Jonathan Young,https://www.crunchbase.com/person/jonathan-young-80ad,66346229.39890234,3635467005102870552,True,Male
254, Tim Rolph,https://www.crunchbase.com/person/tim-rolph,66346229.39890234,6244279850296034722,True,Male
256, Melanie Alder,https://www.crunchbase.com/person/melanie-alder,66035469.56243812,7660777489799395717,True,Female
257, David Wright,https://www.crunchbase.com/person/david-wright-2e48,66035469.56243812,4331269253051337756,True,Male
258, Hosain Rahman,https://www.crunchbase.com/person/hosain-rahman,65851858.66470488,1412851953680902073,True,Male
260, Richard G. Vincent,https://www.crunchbase.com/person/richard-g-vincent-2,65160382.94794736,5923456947150464422,True,Male
263, Tadataka Yamada,https://www.crunchbase.com/person/tadataka-yamada,65138885.52206789,3767755937169855657,True,Male
264, David Socks,https://www.crunchbase.com/person/david-socks,65138885.52206789,9113348083830622741,True,Male
265, Christopher Ré,https://www.crunchbase.com/person/christopher-re,65117888.8125843,8836003980863400390,True,Male
266, Rodrigo Liang,https://www.crunchbase.com/person/rodrigo-liang,65117888.8125843,3416463661386687196,True,Male
267, Brian Thomas,https://www.crunchbase.com/person/brian-thomas-b29e,65039999.51611722,5299734008138134623,True,Male
268, Jillian Banfield,https://www.crunchbase.com/person/jillian-banfield,65039999.51611722,5853113644002688258,True,Female
269, Ed Park,https://www.crunchbase.com/person/ed-park-b6c3,64650539.39991,7941242200427924738,True,Male
270, Todd Park,https://www.crunchbase.com/person/todd-park,64650539.39991,6465394740514283638,True,Male
271, Jeremy Delinsky,https://www.crunchbase.com/person/jeremy-delinsky-523b,64650539.39991,1952516394967810014,True,Male
272, Badreddin Edris,https://www.crunchbase.com/person/badreddin-edris,64578102.02512326,6537923475183534052,True,Male
273, Peter Thompson,https://www.crunchbase.com/person/dr-peter-thompson,64578102.02512326,1956713220776531663,True,Male
274, Brian Sander,https://www.crunchbase.com/person/brian-sander,64406606.20481872,587920834994260790,True,Male
275, Bryson Gardner,https://www.crunchbase.com/person/bryson-gardner,64406606.20481872,4932441589775820293,True,Male
276, Joseph Fisher,https://www.crunchbase.com/person/joseph-fisher-2,64406606.20481872,2788605241852764924,True,Male
277, Jeannie T. Lee,https://www.crunchbase.com/person/jeannie-t-lee,64044536.63049386,9110624195077304124,True,Female
278, Jay Keasling,https://www.crunchbase.com/person/jay-keasling,63973602.0380735,6649935633615091263,True,Male
279, Mike Hooven,https://www.crunchbase.com/person/mike-hooven,63842071.07959741,5191187099586624103,True,Male
280, Norman Weldon,https://www.crunchbase.com/person/norman-weldon,63842071.07959741,1539971999634123566,True,Male
281," Giovanni Colella, M.D.",https://www.crunchbase.com/person/giovanni-colella,63380226.91466691,8204381868517562643,True,Male
282, Soul Htite,https://www.crunchbase.com/person/soul-htite,63299494.25966261,1134530780937418419,True,Male
283, Matt Wierman,https://www.crunchbase.com/person/matt-wierman,63299494.25966261,7584644785270975715,True,Male
284, Visar Nimani,https://www.crunchbase.com/person/visar-nimani,63299494.25966261,324640975864676135,True,Male
285, Adelina Grozdanova,https://www.crunchbase.com/person/adelina-grozdanova,63299494.25966261,9005477801527015930,True,Female
286, Renaud Laplanche,https://www.crunchbase.com/person/renaud-laplanche,63299494.25966261,8229492444733135818,True,Male
287, Jeff Bogan,https://www.crunchbase.com/person/jeff-bogan,63299494.25966261,8411942926750682979,True,Male
288, Seung Yoon Lee,https://www.crunchbase.com/person/seung-yoon-lee,63200000.0,850781630030631839,True,Male
289, Yun Cho,https://www.crunchbase.com/person/yun-cho,63200000.0,777759278342665684,True,Female
290, Sanford Boye,https://www.crunchbase.com/person/sanford-boye,63150000.0,8393023953653363240,True,Male
