,UID,URL,Name,Score,image
1219,10018066,https://data.fei.org/Person/Performance.aspx?p=3C8CACA3F181945CCF43D6DF4A222B57,Norbert Schumann,78,TRUE
1220,10016419,https://data.fei.org/Person/Performance.aspx?p=849B064FFEDF5258D34D2894873FAADB,Barbara Suter,75,TRUE
1221,10014891,https://data.fei.org/Person/Performance.aspx?p=30EF6A5CB3271BDCF25310BE535B67D9,Luiz Felipe Pimenta Alves,75,TRUE
1222,10006749,https://data.fei.org/Person/Performance.aspx?p=3B1F3B91632E8386907C8B8AD6321429,Daniel Dassler,75,TRUE
1223,10008041,https://data.fei.org/Person/Performance.aspx?p=ED89182682F9DDC45932F25F48900612,Phillip Spivey,75,TRUE
1224,10005930,https://data.fei.org/Person/Performance.aspx?p=709CF1069A47B14C47A2D48E4166263D,Irmantas Grikienis,75,TRUE
1225,10000421,https://data.fei.org/Person/Performance.aspx?p=A2AB406340929E0C4E1A232DFAF32B00,Angelique Hoorn,75,TRUE
1226,10001011,https://data.fei.org/Person/Performance.aspx?p=38BA2AD82E900FEAD5C96A31699A80A5,Claudio Minardi,75,TRUE
1227,10000544,https://data.fei.org/Person/Performance.aspx?p=B18C9BC29BD916EC4A376C3E4B711318,Rodrigo Carrasco,75,TRUE
1228,10001816,https://data.fei.org/Person/Performance.aspx?p=FBD75194AC02418A91D90B2EAEB40201,José Thiry,75,TRUE
1229,10059010,https://data.fei.org/Person/Performance.aspx?p=AC6C911E2AE04580CB8347AD1B3AF28A,Maria Bibikova,75,TRUE
1230,10057067,https://data.fei.org/Person/Performance.aspx?p=7CD29ED8A2D16D98F4EE3D91D31DF266,Taylor Chaubard,75,TRUE
1231,10039704,https://data.fei.org/Person/Performance.aspx?p=9E22735437933E637B7E04830E254B2F,Govett Triggol,75,TRUE
1232,10019396,https://data.fei.org/Person/Performance.aspx?p=C5F8B78AB2A2B7EB3CC5551244462281,Anna-Julia Kontio,75,TRUE
1233,10023995,https://data.fei.org/Person/Performance.aspx?p=AEC57AE473B69FF68B2890837BB6D1B1,Victoria Birdsall,75,TRUE
1234,10026452,https://data.fei.org/Person/Performance.aspx?p=43D1F11DDFD73674BC2ADF996C9F6559,Zhenqiang Li,75,TRUE
1235,10034437,https://data.fei.org/Person/Performance.aspx?p=E99917BEADF67566AF5B9D02FF0D9FB7,Lukasz Wasilewski,75,TRUE
1236,10036182,https://data.fei.org/Person/Performance.aspx?p=5EE5EDCF575A6FBF6C71315A7C9049AB,Vincent Zacharias Bourguignon,75,TRUE
1237,10028547,https://data.fei.org/Person/Performance.aspx?p=BCE7F33E2A1C68889D1C67793B08B623,Mariana Cassettari,75,TRUE
1238,10095776,https://data.fei.org/Person/Performance.aspx?p=B1E52D6EFD0D3CA12A263ABCEA45A35F,Natale D'Aguì,75,TRUE
1239,10085798,https://data.fei.org/Person/Performance.aspx?p=D7952F0F05E015AD7E283A9F6E8F2C55,Lisa Goldman-Smolen,75,TRUE
1240,10083357,https://data.fei.org/Person/Performance.aspx?p=1EA7CACC1AF5B9A6C0093A3C8925867B,Steven Bluman,75,TRUE
1241,10080531,https://data.fei.org/Person/Performance.aspx?p=FDF3B8FFDD7458EC0C30881A4046843D,Karen Moeller Rohde,75,TRUE
1242,10082288,https://data.fei.org/Person/Performance.aspx?p=DC0F15768F14E97E2D9A2E4CE51C3A24,Evie Buller,75,TRUE
1243,10153026,https://data.fei.org/Person/Performance.aspx?p=BBA8818E7F1891B8F5051039264E9C43,Fernando Comune,75,TRUE
1244,10109948,https://data.fei.org/Person/Performance.aspx?p=9A14B36EBDD4D405390338AD2496B1CC,Abdushukur Sobirjonov,73,TRUE
1245,10046138,https://data.fei.org/Person/Performance.aspx?p=13C2CBFA40622AC30BA1858C0D7E0AA7,Lucy Davis,73,TRUE
